,Symbol,Company,Earnings Call Time,EPS Estimate,Reported EPS,Surprise(%),Earnings Date
33,CKPT,Checkpoint Therapeutics Inc,After Market Close,-0.17,-0.22,-29.41,2020-03-11
36,CL,Colgate-Palmolive Co,TAS,-0.06,,,2020-01-31
33,CLAR,Clarus Corp,TAS,0.17,0.22,29.41,2020-03-09
89,CLB,Core Laboratories NV,TAS,0.37,0.38,2.7,2020-01-29
88,CLBK,Columbia Financial Inc,TAS,0.11,0.12,9.09,2020-01-30
26,CLBS,Caladrius Biosciences Inc,TAS,-0.34,-0.47,-38.24,2020-03-05
58,CLCT,Collectors Universe Inc,TAS,,,,2020-02-04
13,CLDB,Cortland Bancorp,Time Not Supplied,,,,2020-01-22
39,CLDPQ,Cloud Peak Energy Inc,Time Not Supplied,,,,2020-03-16
25,CLDR,Cloudera Inc,After Market Close,-0.03,0.04,233.33,2020-03-10
51,CLDT,Chatham Lodging Trust,TAS,-0.03,-0.05,-66.67,2020-02-26
30,CLDX,Celldex Therapeutics Inc,TAS,-0.9,-0.64,28.89,2020-03-26
61,CLF,Cleveland-Cliffs Inc,TAS,0.24,0.25,4.17,2020-02-20
78,CLFD,Clearfield Inc,After Market Close,0.05,0.04,-20.0,2020-01-23
1,CLGX,Corelogic Inc,TAS,0.67,0.77,14.93,2020-02-26
2,CLH,Clean Harbors Inc,TAS,0.46,0.42,-8.7,2020-02-26
99,CLI,Mack-Cali Realty Corp,TAS,-0.11,-0.64,-481.82,2020-02-26
86,CLIR,Clearsign Technologies Corp,After Market Close,,,,2020-03-12
16,CLM,Cornerstone Strategic Value Fund Inc,After Market Close,,,,2020-02-28
53,CLMT,Calumet Specialty Products Partners LP,TAS,-0.35,-0.23,34.29,2020-03-05
8,CLNC,Colony Credit Real Estate Inc,After Market Close,0.29,0.37,27.59,2020-02-27
29,CLNE,Clean Energy Fuels Corp,TAS,0.16,0.2,25.0,2020-03-10
29,CLNY,Colony Capital Inc,TAS,-0.16,-0.06,62.5,2020-02-05
13,CLNY,Colony Capital Inc,TAS,-0.16,-0.06,62.5,2020-02-28
58,CLPR,Clipper Realty Inc,After Market Close,,,,2020-03-12
61,CLPR,Clipper Realty Inc,TAS,,,,2020-03-12
14,CLPS,CLPS Inc,Time Not Supplied,,,,2020-03-06
58,CLPT,Clearpoint Neuro Inc,TAS,,,,2020-02-12
67,CLR,Continental Resources Inc,TAS,0.52,0.55,5.77,2020-02-26
13,CLRB,Cellectar Biosciences Inc,TAS,,,,2020-03-09
35,CLRO,Clearone Inc,Before Market Open,,,,2020-03-30
15,CLSD,Clearside Biomedical Inc,Before Market Open,-0.07,-0.07,,2020-03-11
16,CLSD,Clearside Biomedical Inc,TAS,-0.07,-0.07,,2020-03-11
11,CLSN,Celsion Corp,Time Not Supplied,-0.2,-0.1,50.0,2020-03-25
25,CLSN,Celsion Corp,TAS,-0.2,-0.1,50.0,2020-03-26
17,CLUB,Town Sports International Holdings Inc,After Market Close,-0.1,,,2020-03-20
39,CLVS,Clovis Oncology Inc,TAS,-1.71,-1.81,-5.85,2020-02-24
85,CLW,Clearwater Paper Corp,TAS,0.16,0.37,131.25,2020-02-26
44,CLWY,Calloway's Nursery Inc,Time Not Supplied,,,,2020-02-10
68,CLX,Clorox Co,TAS,1.31,1.46,11.45,2020-02-04
66,CLXT,Calyxt Inc,Before Market Open,-0.33,-0.37,-12.12,2020-03-05
34,CMA,Comerica Inc,TAS,1.74,1.85,6.32,2020-01-21
33,CMBM,Cambium Networks Corp,After Market Close,0.05,0.09,80.0,2020-02-10
2,CMC,Commercial Metals Co,TAS,0.54,0.73,35.19,2020-01-06
21,CMC,Commercial Metals Co,TAS,0.49,0.53,8.16,2020-03-19
18,CMCM,Cheetah Mobile Inc,TAS,-0.42,-1.78,-323.81,2020-03-24
35,CMCO,Columbus McKinnon Corp,Before Market Open,0.59,0.64,8.47,2020-02-04
76,CMCSA,Comcast Corp,TAS,0.76,0.79,3.95,2020-01-23
37,CMCTP,CIM Commercial Trust Corp,Before Market Open,,,,2020-03-16
31,CMD,Cantel Medical Corp,TAS,0.67,0.61,-8.96,2020-03-05
55,CME,CME Group Inc,TAS,1.54,1.52,-1.3,2020-02-12
64,CMG,Chipotle Mexican Grill Inc,TAS,0.07,0.06,-14.29,2020-02-04
33,CMI,Cummins Inc,TAS,2.42,2.56,5.79,2020-02-04
12,CMLS,Cumulus Media Inc,TAS,0.48,0.69,43.75,2020-02-21
13,CMLS,Cumulus Media Inc,Time Not Supplied,0.48,0.69,43.75,2020-02-21
14,CMLS,Cumulus Media Inc,TAS,0.48,0.69,43.75,2020-02-21
48,CMLS,Cumulus Media Inc,TAS,0.48,0.69,43.75,2020-03-16
93,CMO,Capstead Mortgage Corp,TAS,0.11,0.15,36.36,2020-01-29
27,CMP,Compass Minerals International Inc,TAS,1.85,1.63,-11.89,2020-02-10
85,CMPR,Cimpress NV,Time Not Supplied,2.24,6.81,204.02,2020-01-29
86,CMPR,Cimpress PLC,TAS,2.24,6.81,204.02,2020-01-29
63,CMRE,Costamare Inc,TAS,0.28,0.32,14.29,2020-01-28
67,CMRX,Chimerix Inc,TAS,-0.17,-0.06,64.71,2020-02-25
65,CMS,CMS Energy Corp,TAS,0.69,0.68,-1.45,2020-01-30
10,CMT,Core Molding Technologies Inc,Before Market Open,,,,2020-03-13
23,CMTL,Comtech Telecommunications Corp,TAS,0.22,0.14,-36.36,2020-03-04
12,CMTV,Community Bancorp,Time Not Supplied,,,,2020-01-22
24,CNA,CNA Financial Corp,TAS,0.89,0.97,8.99,2020-02-10
41,CNAT,Conatus Pharmaceuticals Inc,After Market Close,,,,2020-03-11
17,CNBKA,Century Bancorp Inc,TAS,,,,2020-01-21
36,CNC,Centene Corp,TAS,0.73,0.73,,2020-02-04
9,CNCE,Concert Pharmaceuticals Inc,Before Market Open,-0.79,-0.86,-8.86,2020-02-27
65,CNDT,Conduent Inc,TAS,0.2,0.18,-10.0,2020-02-20
30,CNF,CNFinance Holdings Ltd,After Market Close,,,,2020-03-16
68,CNFR,Conifer Holdings Inc,After Market Close,-0.17,-0.35,-105.88,2020-02-26
77,CNFR,Conifer Holdings Inc,TAS,-0.17,-0.35,-105.88,2020-02-27
63,CNGO,Cengage Learning Holdings II Inc,TAS,,,,2020-02-13
50,CNIG,Corning Natural Gas Holding Corp,Time Not Supplied,,,,2020-02-12
83,CNIGP,Corning Natural Gas Holding Corp,Time Not Supplied,,,,2020-02-13
10,CNK,Cinemark Holdings Inc,TAS,0.43,0.22,-48.84,2020-02-21
72,CNMD,Conmed Corp,TAS,0.89,0.9,1.12,2020-01-29
17,CNNE,Cannae Holdings Inc,Before Market Open,-0.05,0.91,1920.0,2020-02-21
29,CNO,CNO Financial Group Inc,TAS,0.46,0.52,13.04,2020-02-11
37,CNOB,ConnectOne Bancorp Inc,Before Market Open,0.62,0.61,-1.61,2020-01-23
98,CNP,CenterPoint Energy Inc,TAS,0.36,0.45,25.0,2020-02-27
11,CNR,Cornerstone Building Brands Inc,TAS,0.1,0.11,10.0,2020-03-03
16,CNRD,Conrad Industries Inc,After Market Close,,,,2020-03-31
61,CNS,Cohen & Steers Inc,TAS,0.68,0.74,8.82,2020-01-22
8,CNSL,Consolidated Communications Holdings Inc,TAS,-0.02,0.01,150.0,2020-02-20
89,CNSP,CNS Pharmaceuticals Inc,Time Not Supplied,-0.03,-0.17,-466.67,2020-03-12
39,CNST,Constellation Pharmaceuticals Inc,TAS,-0.69,-0.69,,2020-03-10
22,CNTY,Century Casinos Inc,TAS,0.04,-0.68,-1800.0,2020-03-13
95,CNX,CNX Resources Corp,TAS,0.03,0.44,1366.67,2020-01-30
66,CNXM,CNX Midstream Partners LP,TAS,0.53,0.76,43.4,2020-01-30
76,CNXN,PC Connection Inc,TAS,0.8,0.83,3.75,2020-02-04
44,CO,Global Cord Blood Corp,After Market Close,,,,2020-03-12
47,COCP,Cocrystal Pharma Inc,Before Market Open,-0.07,-0.05,28.57,2020-03-30
68,CODA,Coda Octopus Group Inc,After Market Close,0.2,0.02,-90.0,2020-01-28
44,CODA,Coda Octopus Group Inc,Before Market Open,0.11,0.13,18.18,2020-03-16
62,CODI,Compass Diversified Holdings,TAS,0.42,0.5,19.05,2020-02-26
13,CODX,Co-Diagnostics Inc,Time Not Supplied,-0.09,-0.09,,2020-03-31
19,COE,China Online Education Group,TAS,-0.56,0.07,112.5,2020-03-09
40,COF,Capital One Financial Corp,TAS,2.28,2.25,-1.32,2020-01-21
55,COFS,ChoiceOne Financial Services Inc,Before Market Open,,,,2020-02-06
5,COG,Cabot Oil & Gas Corp,TAS,0.3,0.3,,2020-02-20
47,COHN,Cohen & Company Inc,Before Market Open,,,,2020-03-05
73,COHR,Coherent Inc,TAS,0.77,0.86,11.69,2020-02-05
49,COHU,Cohu Inc,TAS,0.03,-0.01,-133.33,2020-02-12
47,COKE,Coca-Cola Consolidated Inc,TAS,2.31,1.51,-34.63,2020-02-25
54,COLB,Columbia Banking System Inc,TAS,0.61,0.64,4.92,2020-01-23
22,COLD,Americold Realty Trust,After Market Close,0.17,0.1,-41.18,2020-02-20
25,COLL,Collegium Pharmaceutical Inc,TAS,-0.1,-0.07,30.0,2020-02-27
30,COLL,Collegium Pharmaceutical Inc,After Market Close,-0.1,-0.07,30.0,2020-02-27
0,COLM,Columbia Sportswear Co,TAS,1.65,1.67,1.21,2020-02-06
94,COMM,CommScope Holding Company Inc,TAS,0.34,0.46,35.29,2020-02-20
35,CONE,CyrusOne Inc,TAS,-0.04,0.17,525.0,2020-02-19
57,COO,Cooper Companies Inc,TAS,2.71,2.69,-0.74,2020-03-05
68,COOP,Mr. Cooper Group Inc,Time Not Supplied,0.77,1.03,33.77,2020-02-25
77,COP,ConocoPhillips,TAS,0.8,0.76,-5.0,2020-02-04
92,COR,CoreSite Realty Corp,TAS,0.53,0.51,-3.77,2020-02-06
24,CORE,Core-Mark Holding Company Inc,TAS,0.38,0.45,18.42,2020-03-02
3,CORR,CorEnergy Infrastructure Trust Inc,TAS,0.5,0.55,10.0,2020-02-26
46,CORT,Corcept Therapeutics Inc,TAS,0.25,0.24,-4.0,2020-02-20
58,COST,Costco Wholesale Corp,TAS,2.06,2.1,1.94,2020-03-05
77,COTY,Coty Inc,TAS,0.24,0.27,12.5,2020-02-05
53,COUP,Coupa Software Inc,TAS,0.05,0.21,320.0,2020-03-16
42,COWN,Cowen Inc,TAS,0.62,0.58,-6.45,2020-02-12
73,CPA,Copa Holdings SA,TAS,1.98,2.17,9.6,2020-02-12
47,CPAH,CounterPath Corp,Before Market Open,,,,2020-03-16
25,CPB,Campbell Soup Co,TAS,0.66,0.72,9.09,2020-03-04
52,CPE,Callon Petroleum Co,TAS,0.19,0.23,21.05,2020-02-26
78,CPF,Central Pacific Financial Corp,TAS,0.49,0.5,2.04,2020-01-29
9,CPHC,Canterbury Park Holding Corp,Before Market Open,,,,2020-03-25
21,CPHI,China Pharma Holdings Inc,Time Not Supplied,,,,2020-03-31
27,CPHI,China Pharma Holdings Inc,TAS,,,,2020-03-31
18,CPIX,Cumberland Pharmaceuticals Inc,TAS,0.01,0.09,800.0,2020-03-18
11,CPK,Chesapeake Utilities Corp,TAS,1.14,1.37,20.18,2020-02-26
90,CPLG,CorePoint Lodging Inc,TAS,-0.87,-2.73,-213.79,2020-03-12
74,CPLP,Capital Product Partners LP,Before Market Open,0.23,0.31,34.78,2020-02-05
15,CPPXF,Continental Energy Corp,Time Not Supplied,,,,2020-02-28
75,CPRI,Capri Holdings Ltd,TAS,1.59,1.66,4.4,2020-02-05
43,CPRT,Copart Inc,TAS,0.66,0.65,-1.52,2020-02-19
50,CPRX,Catalyst Pharmaceuticals Inc,After Market Close,0.1,0.08,-20.0,2020-03-16
42,CPS,Cooper-Standard Holdings Inc,After Market Close,-0.6,-1.32,-120.0,2020-02-24
16,CPSH,CPS Technologies Corp,After Market Close,,,,2020-03-04
20,CPSH,CPS Technologies Corp,TAS,,,,2020-03-04
0,CPSI,Computer Programs and Systems Inc,TAS,0.7,0.78,11.43,2020-02-11
43,CPSS,Consumer Portfolio Services Inc,After Market Close,0.08,,-100.0,2020-02-13
33,CPSS,Consumer Portfolio Services Inc,TAS,0.08,,-100.0,2020-03-16
90,CPST,Capstone Turbine Corp,After Market Close,-0.47,-0.59,-25.53,2020-02-06
69,CPT,Camden Property Trust,TAS,0.38,0.57,50.0,2020-01-30
30,CPTA,Capitala Finance Corp,TAS,0.2,0.12,-40.0,2020-03-02
58,CQP,Cheniere Energy Partners LP,Before Market Open,0.75,0.87,16.0,2020-02-25
40,CR,Crane Co,TAS,1.57,1.58,0.64,2020-01-27
80,CRAI,CRA International Inc,TAS,0.78,0.77,-1.28,2020-02-27
18,CRAWA,Crawford United Corp,Before Market Open,0.49,0.51,4.08,2020-03-13
63,CRBP,Corbus Pharmaceuticals Holdings Inc,Before Market Open,-0.36,-0.41,-13.89,2020-03-12
86,CRC,California Resources Corp,TAS,0.37,0.73,97.3,2020-02-26
28,CRCM,Care.com Inc,Before Market Open,0.17,,,2020-03-05
88,CREE,Cree Inc,TAS,-0.09,-0.1,-11.11,2020-01-29
69,CREX,Creative Realities Inc,TAS,-0.04,0.06,250.0,2020-03-12
33,CRI,Carter's Inc,TAS,2.89,2.81,-2.77,2020-02-24
16,CRIS,Curis Inc,Time Not Supplied,,,,2020-03-19
98,CRK,Comstock Resources Inc,TAS,0.22,0.22,,2020-02-26
30,CRL,Charles River Laboratories International Inc,TAS,1.83,2.01,9.84,2020-02-11
57,CRM,Salesforce.Com Inc,TAS,0.55,0.66,20.0,2020-02-25
32,CRMD,CorMedix Inc,Before Market Open,-0.24,-0.21,12.5,2020-03-16
22,CRMT,America's CAR-MART Inc,TAS,1.77,1.83,3.39,2020-02-19
40,CRMZ,CreditRiskMonitor.Com Inc,Time Not Supplied,,,,2020-03-16
45,CRMZ,CreditRiskMonitor.Com Inc,Before Market Open,,,,2020-03-16
45,CRNC,Cerence Inc,Time Not Supplied,0.28,0.29,3.57,2020-02-11
34,CRNT,Ceragon Networks Ltd,Before Market Open,-0.01,-0.06,-500.0,2020-02-10
32,CRNX,Crinetics Pharmaceuticals Inc,After Market Close,-0.68,-0.6,11.76,2020-03-09
73,CROX,Crocs Inc,TAS,0.07,0.12,71.43,2020-02-27
58,CRR,CARBO Ceramics Inc,Before Market Open,-0.69,,,2020-01-29
74,CRS,Carpenter Technology Corp,TAS,0.87,0.83,-4.6,2020-01-30
11,CRSP,Crispr Therapeutics AG,After Market Close,-0.63,0.51,180.95,2020-02-12
36,CRTO,Criteo SA,TAS,0.91,1.08,18.68,2020-02-11
12,CRTX,Cortexyme Inc,Before Market Open,-0.4,-0.35,12.5,2020-03-17
67,CRUS,Cirrus Logic Inc,TAS,1.13,1.41,24.78,2020-01-29
41,CRVL,CorVel Corp,TAS,,,,2020-02-04
34,CRVS,Corvus Pharmaceuticals Inc,After Market Close,-0.33,-0.38,-15.15,2020-03-05
35,CRVS,Corvus Pharmaceuticals Inc,TAS,-0.33,-0.38,-15.15,2020-03-05
22,CRWD,Crowdstrike Holdings Inc,After Market Close,-0.08,-0.02,75.0,2020-03-19
75,CRWS,Crown Crafts Inc,Before Market Open,0.15,0.21,40.0,2020-02-12
65,CRY,CryoLife Inc,TAS,,,,2020-02-13
43,CRZO,Carrizo Oil & Gas Inc,Time Not Supplied,0.59,,,2020-02-24
7,CSBB,CSB Bancorp Inc,After Market Close,,,,2020-01-24
85,CSBR,Champions Oncology Inc,After Market Close,0.03,0.03,,2020-03-12
76,CSCO,Cisco Systems Inc,TAS,0.76,0.77,1.32,2020-02-12
13,CSFL,Centerstate Bank Corp,TAS,0.52,0.57,9.62,2020-01-27
49,CSGP,CoStar Group Inc,TAS,2.62,2.82,7.63,2020-02-25
43,CSGS,CSG Systems International Inc,TAS,0.83,0.98,18.07,2020-02-05
51,CSII,Cardiovascular Systems Inc,TAS,-0.01,-0.1,-900.0,2020-02-05
27,CSIQ,Canadian Solar Inc,TAS,0.45,1.12,148.89,2020-03-26
50,CSL,Carlisle Companies Inc,TAS,1.62,1.81,11.73,2020-02-06
57,CSLT,Castlight Health Inc,TAS,-0.03,-0.05,-66.67,2020-02-25
40,CSOD,Cornerstone OnDemand Inc,TAS,0.34,0.43,26.47,2020-02-24
65,CSPI,CSP Inc,Before Market Open,,,,2020-02-12
48,CSSE,Chicken Soup for The Soul Entertainment Inc,After Market Close,-0.44,-1.04,-136.36,2020-03-30
49,CSSE,Chicken Soup for The Soul Entertainment Inc,TAS,-0.44,-1.04,-136.36,2020-03-30
46,CSTE,Caesarstone Ltd,TAS,0.25,0.16,-36.0,2020-02-12
32,CSTI,Costar Technologies Inc,After Market Close,,,,2020-03-30
17,CSTL,Castle Biosciences Inc,TAS,-0.2,0.11,155.0,2020-03-10
18,CSTL,Castle Biosciences Inc,Time Not Supplied,-0.2,0.11,155.0,2020-03-10
70,CSTM,Constellium SE,Before Market Open,0.07,0.14,100.0,2020-02-19
93,CSTM,Constellium SE,TAS,0.07,0.14,100.0,2020-02-20
79,CSTR,Capstar Financial Holdings Inc,Before Market Open,0.32,0.3,-6.25,2020-01-23
26,CSTR,Capstar Financial Holdings Inc,TAS,0.32,0.3,-6.25,2020-01-24
26,CSU,Capital Senior Living Corp,TAS,-0.52,-0.55,-5.77,2020-03-31
45,CSV,Carriage Services Inc,After Market Close,0.37,0.28,-24.32,2020-02-19
78,CSV,Carriage Services Inc,TAS,0.37,0.28,-24.32,2020-02-20
11,CSVI,Computer Services Inc,Before Market Open,,,,2020-01-09
24,CSWC,Capital Southwest Corp,After Market Close,0.38,0.39,2.63,2020-02-03
57,CSWI,CSW Industrials Inc,TAS,0.48,0.48,,2020-02-04
16,CSX,CSX Corp,TAS,0.96,0.99,3.13,2020-01-16
20,CTAS,Cintas Corp,TAS,2.02,2.16,6.93,2020-03-19
31,CTB,Cooper Tire & Rubber Co,TAS,0.67,1.02,52.24,2020-02-24
17,CTBI,Community Trust Bancorp Inc,TAS,0.83,0.75,-9.64,2020-01-22
18,CTBI,Community Trust Bancorp Inc,Time Not Supplied,0.83,0.75,-9.64,2020-01-22
30,CTEK,CynergisTek Inc,Time Not Supplied,-0.08,-0.05,37.5,2020-03-30
66,CTG,Computer Task Group Inc,Before Market Open,0.07,0.14,100.0,2020-02-25
69,CTG,Computer Task Group Inc,TAS,0.07,0.14,100.0,2020-02-25
17,CTGO,Contango ORE Inc,Time Not Supplied,,,,2020-02-07
57,CTHR,Charles & Colvard Ltd,After Market Close,0.04,0.03,-25.0,2020-02-06
35,CTIC,CTI Biopharma Corp,After Market Close,-0.22,-0.14,36.36,2020-03-12
57,CTK,CooTek (Cayman) Inc,TAS,-0.18,-0.1,44.44,2020-03-12
64,CTL,CenturyLink Inc,TAS,0.33,0.33,,2020-02-12
23,CTLT,Catalent Inc,TAS,0.44,0.45,2.27,2020-02-03
99,CTMX,CytomX Therapeutics Inc,After Market Close,-0.47,-0.78,-65.96,2020-02-27
0,CTMX,CytomX Therapeutics Inc,After Market Close,-0.47,-0.78,-65.96,2020-02-27
35,CTO,Consolidated-Tomoka Land Co,After Market Close,18.75,20.04,6.88,2020-02-12
54,CTRA,Contura Energy Inc,TAS,-2.09,-3.71,-77.51,2020-02-11
19,CTRA,Contura Energy Inc,TAS,-2.09,-3.71,-77.51,2020-03-18
20,CTRA,Contura Energy Inc,Before Market Open,-2.09,-3.71,-77.51,2020-03-18
47,CTRE,CareTrust REIT Inc,TAS,0.2,0.2,,2020-02-20
11,CTRN,Citi Trends Inc,TAS,,,,2020-03-13
65,CTS,CTS Corp,Before Market Open,0.35,0.37,5.71,2020-02-04
31,CTSH,Cognizant Technology Solutions Corp,TAS,1.04,1.07,2.88,2020-02-05
44,CTSO,Cytosorbents Corp,After Market Close,-0.16,-0.12,25.0,2020-03-05
45,CTSO,Cytosorbents Corp,TAS,-0.16,-0.12,25.0,2020-03-05
62,CTT,CatchMark Timber Trust Inc,After Market Close,-0.27,-0.24,11.11,2020-02-13
19,CTT,CatchMark Timber Trust Inc,TAS,-0.27,-0.24,11.11,2020-02-14
67,CTVA,Corteva Inc,TAS,-0.12,0.07,158.33,2020-01-30
68,CTVA,Corteva Inc,Before Market Open,-0.12,0.07,158.33,2020-01-30
59,CTXS,Citrix Systems Inc,TAS,1.68,1.71,1.79,2020-01-22
76,CUB,Cubic Corp,TAS,-0.11,-0.12,-9.09,2020-02-05
67,CUBE,CubeSmart,TAS,0.19,0.22,15.79,2020-02-20
16,CUBI,Customers Bancorp Inc,TAS,0.74,0.77,4.05,2020-01-22
2,CUE,Cue Biopharma Inc,After Market Close,-0.45,-0.36,20.0,2020-03-17
3,CUE,Cue Biopharma Inc,TAS,-0.45,-0.36,20.0,2020-03-17
33,CUI,CUI Global Inc,Before Market Open,-0.11,0.16,245.45,2020-03-30
4,CUK,Carnival Corp,TAS,,,,2020-03-20
21,CULP,Culp Inc,After Market Close,0.13,,-100.0,2020-03-04
32,CULP,Culp Inc,TAS,0.13,,-100.0,2020-03-05
9,CUO,Continental Materials Corp,After Market Close,,,,2020-03-23
32,CURO,CURO Group Holdings Corp,After Market Close,0.78,0.8,2.56,2020-02-05
12,CUTR,Cutera Inc,TAS,0.09,0.14,55.56,2020-02-26
50,CUZ,Cousins Properties Inc,TAS,0.13,0.8,515.38,2020-02-05
95,CVA,Covanta Holding Corp,TAS,0.07,0.09,28.57,2020-02-20
46,CVBF,CVB Financial Corp,TAS,0.35,0.37,5.71,2020-01-22
75,CVCO,Cavco Industries Inc,After Market Close,1.92,2.25,17.19,2020-01-30
24,CVCY,Central Valley Community Bancorp,TAS,0.34,0.34,,2020-01-22
68,CVEO,Civeo Corp,Time Not Supplied,-0.08,-0.19,-137.5,2020-02-27
25,CVET,Covetrus Inc,TAS,0.12,0.18,50.0,2020-03-03
26,CVET,Covetrus Inc,Time Not Supplied,0.12,0.18,50.0,2020-03-03
34,CVGI,Commercial Vehicle Group Inc,After Market Close,0.19,-0.24,-226.32,2020-03-16
42,CVGW,Calavo Growers Inc,TAS,0.54,0.07,-87.04,2020-03-10
49,CVI,CVR Energy Inc,TAS,0.54,0.59,9.26,2020-02-19
38,CVIA,Covia Holdings Corp,Time Not Supplied,-0.41,1.2,392.68,2020-03-10
17,CVLB,Conversion Labs Inc,Before Market Open,,,,2020-03-31
76,CVLT,CommVault Systems Inc,TAS,0.4,0.47,17.5,2020-01-29
4,CVLY,Codorus Valley Bancorp Inc,TAS,,,,2020-01-16
47,CVM,CEL-SCI Corp,Before Market Open,-0.15,-0.16,-6.67,2020-02-10
69,CVNA,Carvana Co,After Market Close,-0.63,-0.79,-25.4,2020-02-26
9,CVR,Chicago Rivet & Machine Co,After Market Close,,,,2020-03-20
44,CVS,CVS Health Corp,TAS,1.68,1.73,2.98,2020-02-12
36,CVSI,CV Sciences Inc,Time Not Supplied,-0.01,-0.07,-600.0,2020-03-10
37,CVSI,CV Sciences Inc,TAS,-0.01,-0.07,-600.0,2020-03-10
51,CVSI,CV Sciences Inc,Time Not Supplied,-0.01,-0.07,-600.0,2020-03-16
84,CVTI,Covenant Transportation Group Inc,After Market Close,0.14,0.1,-28.57,2020-01-23
14,CVU,CPI Aerostructures Inc,Before Market Open,,,,2020-03-16
43,CVX,Chevron Corp,TAS,1.45,1.49,2.76,2020-01-31
4,CW,Curtiss-Wright Corp,TAS,2.08,2.12,1.92,2020-02-26
16,CWBC,Community West Bancshares,Before Market Open,,,,2020-01-24
60,CWBR,CohBar Inc,After Market Close,,,,2020-03-12
56,CWCO,Consolidated Water Co Ltd,After Market Close,0.14,0.11,-21.43,2020-03-16
80,CWEN,Clearway Energy Inc,Before Market Open,,,,2020-02-26
93,CWH,Camping World Holdings Inc,After Market Close,-0.24,-0.35,-45.83,2020-02-27
94,CWH,Camping World Holdings Inc,TAS,-0.24,-0.35,-45.83,2020-02-27
10,CWK,Cushman & Wakefield PLC,TAS,0.73,0.78,6.85,2020-02-27
11,CWK,Cushman & Wakefield PLC,After Market Close,0.73,0.78,6.85,2020-02-27
68,CWST,Casella Waste Systems Inc,TAS,0.21,0.21,,2020-02-20
12,CWT,California Water Service Group,TAS,0.3,0.24,-20.0,2020-02-27
23,CXDO,Crexendo Inc,TAS,,,,2020-03-03
29,CXDO,Crexendo Inc,After Market Close,,,,2020-03-03
59,CXKJ,CX Network Group Inc,Time Not Supplied,,,,2020-02-12
51,CXO,Concho Resources Inc,TAS,0.79,1.03,30.38,2020-02-18
81,CXP,Columbia Property Trust Inc,TAS,-0.03,-0.19,-533.33,2020-02-13
53,CXW,CoreCivic Inc,TAS,,,,2020-02-12
87,CY,Cypress Semiconductor Corp,TAS,0.29,0.28,-3.45,2020-01-30
38,CYAN,Cyanotech Corp,Before Market Open,,,,2020-02-11
84,CYBE,CyberOptics Corp,After Market Close,0.02,0.02,,2020-02-19
86,CYBE,CyberOptics Corp,TAS,0.02,0.02,,2020-02-19
41,CYBR,Cyberark Software Ltd,TAS,0.81,0.97,19.75,2020-02-12
90,CYCCP,Cyclacel Pharmaceuticals Inc,After Market Close,,,,2020-02-26
34,CYD,China Yuchai International Ltd,Before Market Open,2.23,5.13,130.04,2020-03-30
50,CYH,Community Health Systems Inc,TAS,-0.46,0.4,186.96,2020-02-19
38,CYIG,Spring Pharmaceutical Group Inc,Time Not Supplied,,,,2020-02-14
21,CYOU,Changyou.Com Ltd,TAS,0.58,1.11,91.38,2020-03-09
18,CYRN,Cyren Ltd,Before Market Open,-0.05,-0.06,-20.0,2020-03-25
19,CYRN,Cyren Ltd,TAS,-0.05,-0.06,-20.0,2020-03-25
63,CYRX,CryoPort Inc,Time Not Supplied,-0.07,-0.03,57.14,2020-03-05
64,CYRX,CryoPort Inc,TAS,-0.07,-0.03,57.14,2020-03-05
33,CYTK,Cytokinetics Inc,TAS,-0.44,-0.52,-18.18,2020-03-03
67,CZFS,Citizens Financial Services Inc,After Market Close,1.4,1.43,2.14,2020-01-23
19,CZNC,Citizens & Northern Corp,Time Not Supplied,0.45,,,2020-01-16
83,CZR,Caesars Entertainment Corp,TAS,-0.11,-0.45,-309.09,2020-02-25
30,CZWI,Citizens Community Bancorp Inc,Before Market Open,0.28,0.26,-7.14,2020-01-27
66,D,Dominion Energy Inc,TAS,1.16,1.18,1.72,2020-02-11
41,DAC,Danaos Corp,TAS,1.67,2.01,20.36,2020-02-10
32,DAIO,Data I/O Corp,After Market Close,-0.13,-0.06,53.85,2020-03-03
20,DAKT,Daktronics Inc,TAS,-0.08,-0.21,-162.5,2020-02-26
1,DAL,Delta Air Lines Inc,TAS,1.4,1.7,21.43,2020-01-14
90,DAN,Dana Inc,TAS,0.6,0.67,11.67,2020-02-13
16,DAO,Youdao Inc,After Market Close,,,,2020-02-26
85,DAR,Darling Ingredients Inc,TAS,0.22,1.44,554.55,2020-02-25
26,DARE,Dare Bioscience Inc,TAS,-0.18,-0.21,-16.67,2020-03-30
93,DAVA,Endava PLC,TAS,21.55,30.0,39.21,2020-02-13
67,DBD,Diebold Nixdorf Inc,TAS,0.5,0.47,-6.0,2020-02-11
9,DBI,Designer Brands Inc,TAS,-0.07,-0.05,28.57,2020-03-17
15,DBX,Dropbox Inc,After Market Close,0.14,0.16,14.29,2020-02-20
59,DCI,Donaldson Company Inc,TAS,0.47,0.5,6.38,2020-03-05
97,DCIX,Performance Shipping Inc,Before Market Open,,,,2020-01-28
19,DCO,Ducommun Inc,TAS,0.65,0.75,15.38,2020-02-20
43,DCOM,Dime Community Bancshares Inc,TAS,0.34,0.28,-17.65,2020-01-23
63,DCP,DCP Midstream LP,TAS,0.35,-0.08,-122.86,2020-02-11
