,Symbol,Company,Earnings Call Time,EPS Estimate,Reported EPS,Surprise(%),Earnings Date
29,KPTI,Karyopharm Therapeutics Inc,TAS,-0.67,-0.76,-13.43,2020-02-13
46,KR,Kroger Co,TAS,0.55,0.57,3.64,2020-03-05
13,KRA,Kraton Corp,TAS,0.05,-0.06,-220.0,2020-02-26
21,KRC,Kilroy Realty Corp,TAS,0.37,0.67,81.08,2020-02-03
4,KREF,KKR Real Estate Finance Trust Inc,Before Market Open,0.42,0.44,4.76,2020-02-19
71,KRG,Kite Realty Group Trust,TAS,0.03,0.04,33.33,2020-02-18
1,KRKR,36kr Holdings Inc,Before Market Open,0.32,0.24,-25.0,2020-03-11
37,KRMD,Repro Med Systems Inc,After Market Close,,,,2020-02-25
65,KRNT,Kornit Digital Ltd,TAS,0.18,0.17,-5.56,2020-02-11
3,KRNY,Kearny Financial Corp,TAS,0.13,0.13,,2020-01-30
50,KRP,Kimbell Royalty Partners LP,TAS,0.13,-2.27,-1846.15,2020-02-27
58,KRP,Kimbell Royalty Partners LP,Before Market Open,0.13,-2.27,-1846.15,2020-02-28
34,KRTX,Karuna Therapeutics Inc,Before Market Open,-0.47,-0.32,31.91,2020-03-24
21,KRUS,Kura Sushi USA Inc,TAS,-0.03,-0.15,-400.0,2020-01-08
22,KRUS,Kura Sushi USA Inc,After Market Close,-0.03,-0.15,-400.0,2020-01-08
21,KRYS,Krystal Biotech Inc,Before Market Open,-0.33,-0.31,6.06,2020-03-10
26,KSBI,Ks Bancorp Inc,Time Not Supplied,,,,2020-01-27
17,KSHB,KushCo Holdings Inc,TAS,-0.09,-0.12,-33.33,2020-01-08
18,KSHB,KushCo Holdings Inc,After Market Close,-0.09,-0.12,-33.33,2020-01-08
21,KSS,Kohls Corp,TAS,1.88,1.99,5.85,2020-03-03
11,KSU,Kansas City Southern,TAS,1.84,1.82,-1.09,2020-01-17
19,KTB,Kontoor Brands Inc,Time Not Supplied,0.92,0.97,5.43,2020-03-05
44,KTCC,Key Tronic Corp,After Market Close,,,,2020-02-04
45,KTCC,Key Tronic Corp,TAS,,,,2020-02-04
16,KTOS,Kratos Defense and Security Solutions Inc,TAS,0.1,0.09,-10.0,2020-02-24
10,KTYB,Kentucky Bancshares Inc,Time Not Supplied,,,,2020-01-31
61,KURA,Kura Oncology Inc,After Market Close,-0.41,-0.39,4.88,2020-02-25
56,KVHI,KVH Industries Inc,Before Market Open,-0.02,-0.03,-50.0,2020-02-28
57,KVHI,KVH Industries Inc,TAS,-0.02,-0.03,-50.0,2020-02-28
73,KW,Kennedy-Wilson Holdings Inc,TAS,-0.08,1.12,1500.0,2020-02-26
33,KWR,Quaker Chemical Corp,TAS,1.29,1.34,3.88,2020-03-02
16,KYN,Kayne Anderson MLP/Midstream Investment Co,Time Not Supplied,,,,2020-01-29
93,KZR,Kezar Life Sciences Inc,After Market Close,-0.54,-0.5,7.41,2020-03-12
29,L,Loews Corp,Before Market Open,0.72,,,2020-02-10
10,LAD,Lithia Motors Inc,TAS,2.97,2.95,-0.67,2020-02-12
26,LADR,Ladder Capital Corp,TAS,0.39,0.4,2.56,2020-02-27
51,LAIX,LAIX Inc,TAS,-2.83,-4.23,-49.47,2020-03-12
17,LAMR,Lamar Advertising Co,TAS,1.1,1.02,-7.27,2020-02-20
73,LANC,Lancaster Colony Corp,TAS,1.54,1.72,11.69,2020-02-04
38,LAND,Gladstone Land Corp,Time Not Supplied,,,,2020-02-24
57,LANDP,Gladstone Land Corp,TAS,,,,2020-02-19
31,LARK,Landmark Bancorp Inc,After Market Close,,,,2020-01-28
31,LASR,nLIGHT Inc,TAS,-0.05,-0.06,-20.0,2020-02-19
32,LASR,nLIGHT Inc,After Market Close,-0.05,-0.06,-20.0,2020-02-19
46,LAUR,Laureate Education Inc,TAS,0.45,0.28,-37.78,2020-02-27
5,LAWS,Lawson Products Inc,Before Market Open,0.21,-0.34,-261.9,2020-02-27
60,LAZ,Lazard Ltd,TAS,0.81,0.91,12.35,2020-01-30
41,LAZY,Lazydays Holdings Inc,Time Not Supplied,-0.37,-0.06,83.78,2020-03-19
44,LB,L Brands Inc,TAS,1.86,1.88,1.08,2020-02-26
20,LBAI,Lakeland Bancorp Inc,TAS,0.34,0.37,8.82,2020-01-24
36,LBC,Luther Burbank Corp,After Market Close,0.24,0.22,-8.33,2020-01-28
36,LBRDK,Liberty Broadband Corp,After Market Close,0.62,0.5,-19.35,2020-02-26
17,LBRT,Liberty Oilfield Services Inc,After Market Close,-0.05,-0.1,-100.0,2020-02-05
9,LBTYK,Liberty Global PLC,TAS,0.32,-2.19,-784.37,2020-02-13
32,LBY,Libbey Inc,TAS,0.09,-0.76,-944.44,2020-02-25
57,LC,LendingClub Corp,TAS,0.04,0.08,100.0,2020-02-18
55,LCI,Lannett Company Inc,TAS,0.27,0.27,,2020-02-05
95,LCII,LCI Industries,TAS,1.06,1.14,7.55,2020-02-11
96,LCNB,LCNB Corp,TAS,0.37,0.37,,2020-01-29
34,LCTC,Lifeloc Technologies Inc,After Market Close,,,,2020-03-17
75,LCTX,Lineage Cell Therapeutics Inc,After Market Close,-0.05,-0.03,40.0,2020-03-12
27,LCUT,Lifetime Brands Inc,Time Not Supplied,0.78,0.99,26.92,2020-03-11
28,LCUT,Lifetime Brands Inc,TAS,0.78,0.99,26.92,2020-03-11
31,LDL,Lydall Inc,After Market Close,0.17,-0.17,-200.0,2020-02-25
75,LDL,Lydall Inc,TAS,0.17,-0.17,-200.0,2020-02-26
81,LDOS,Leidos Holdings Inc,TAS,1.34,1.51,12.69,2020-02-18
26,LE,Lands End Inc,Before Market Open,0.77,0.78,1.3,2020-03-17
61,LEA,Lear Corp,TAS,2.24,2.64,17.86,2020-01-28
69,LEAF,Leaf Group Ltd,TAS,-0.16,-0.2,-25.0,2020-03-16
20,LEAT,Leatt Corp,Before Market Open,,,,2020-03-24
21,LEAT,Leatt Corp,Before Market Open,,,,2020-03-25
96,LECO,Lincoln Electric Holdings Inc,TAS,1.12,1.15,2.68,2020-02-13
2,LEDS,SemiLEDs Corp,After Market Close,,,,2020-01-10
9,LEE,Lee Enterprises Inc,Before Market Open,,,,2020-02-06
51,LEG,Leggett & Platt Inc,TAS,0.66,0.68,3.03,2020-02-03
39,LEGH,Legacy Housing Corp,TAS,0.25,0.28,12.0,2020-03-30
40,LEGH,Legacy Housing Corp,After Market Close,0.25,0.28,12.0,2020-03-30
11,LEN,Lennar Corp,TAS,1.9,2.13,12.11,2020-01-08
18,LEN,Lennar Corp,TAS,0.84,1.27,51.19,2020-03-19
13,LEU,Centrus Energy Corp,After Market Close,,,,2020-03-25
57,LEVI,Levi Strauss & Co,TAS,0.21,0.26,23.81,2020-01-30
58,LEVI,Levi Strauss & Co,After Market Close,0.21,0.26,23.81,2020-01-30
32,LEVL,Level One Bancorp Inc,Time Not Supplied,0.43,0.6,39.53,2020-01-30
52,LFUS,Littelfuse Inc,TAS,1.16,1.17,0.86,2020-01-29
66,LFVN,Lifevantage Corp,TAS,0.16,0.31,93.75,2020-01-28
97,LGCY,Legacy Reserves Inc,Time Not Supplied,,,,2020-03-16
85,LGCYQ,Legacy Reserves Inc,Time Not Supplied,,,,2020-03-16
20,LGIH,LGI Homes Inc,TAS,2.34,2.52,7.69,2020-02-25
21,LGIH,LGI Homes Inc,Before Market Open,2.34,2.52,7.69,2020-02-25
81,LGL,LGL Group Inc,TAS,0.15,0.19,26.67,2020-03-30
56,LGND,Ligand Pharmaceuticals Inc,TAS,0.64,0.71,10.94,2020-02-06
23,LH,Laboratory Corporation of America Holdings,TAS,2.8,2.86,2.14,2020-02-13
50,LHCG,LHC Group Inc,TAS,1.13,1.15,1.77,2020-02-26
16,LHX,L3harris Technologies Inc,TAS,2.78,2.85,2.52,2020-02-04
57,LICT,LICT Corp,Time Not Supplied,,,,2020-02-13
2,LIFE,aTyr Pharma Inc,After Market Close,-1.59,-1.54,3.14,2020-03-26
3,LIFE,aTyr Pharma Inc,TAS,-1.59,-1.54,3.14,2020-03-26
34,LII,Lennox International Inc,TAS,2.45,2.45,,2020-02-04
19,LILAK,Liberty Latin America Ltd,After Market Close,-0.05,0.23,560.0,2020-02-19
68,LIN,Linde PLC,Time Not Supplied,1.84,1.89,2.72,2020-02-13
55,LINC,Lincoln Educational Services Corp,Before Market Open,0.39,0.33,-15.38,2020-02-26
99,LIND,Lindblad Expeditions Holdings Inc,Before Market Open,-0.04,-0.03,25.0,2020-02-25
0,LIND,Lindblad Expeditions Holdings Inc,Before Market Open,-0.04,-0.03,25.0,2020-02-25
51,LIQT,LiqTech International Inc,Before Market Open,-0.02,-0.04,-100.0,2020-01-21
75,LIQT,LiqTech International Inc,TAS,-0.02,-0.04,-100.0,2020-03-26
76,LIQT,LiqTech International Inc,Before Market Open,-0.02,-0.04,-100.0,2020-03-26
5,LITB,LightInTheBox Holding Co Ltd,Before Market Open,,,,2020-03-23
12,LITE,Lumentum Holdings Inc,TAS,1.29,1.53,18.6,2020-02-04
30,LIVC,Live Current Media Inc,After Market Close,,,,2020-03-31
69,LIVE,Live Ventures Inc,Time Not Supplied,,,,2020-02-10
19,LIVN,LivaNova PLC,TAS,0.98,1.0,2.04,2020-02-26
31,LIVX,Livexlive Media Inc,TAS,-0.16,-0.15,6.25,2020-02-07
83,LIZI,Lizhi Inc,Before Market Open,-0.11,-0.4,-263.64,2020-03-12
22,LJPC,La Jolla Pharmaceutical Co,Before Market Open,-0.95,-0.93,2.11,2020-03-02
34,LKFN,Lakeland Financial Corp,TAS,0.77,0.86,11.69,2020-01-27
58,LKQ,LKQ Corp,TAS,0.52,0.54,3.85,2020-02-20
48,LKQ,LKQ Corp,Before Market Open,0.52,0.54,3.85,2020-02-26
35,LKSDQ,LSC Communications Inc,Before Market Open,-0.22,-1.03,-368.18,2020-03-02
17,LL,Lumber Liquidators Holdings Inc,TAS,0.15,0.56,273.33,2020-02-25
46,LLNW,Limelight Networks Inc,TAS,0.04,0.05,25.0,2020-01-29
15,LLY,Eli Lilly and Co,TAS,1.52,1.73,13.82,2020-01-30
60,LM,Legg Mason Inc,Time Not Supplied,,,,2020-02-03
54,LMAT,LeMaitre Vascular Inc,After Market Close,0.23,0.23,,2020-02-06
29,LMB,Limbach Holdings Inc,Time Not Supplied,,,,2020-03-24
4,LMNR,Limoneira Co,After Market Close,-0.24,-0.24,,2020-01-13
52,LMNR,Limoneira Co,After Market Close,-0.2,-0.3,-50.0,2020-03-11
53,LMNR,Limoneira Co,TAS,-0.2,-0.3,-50.0,2020-03-11
22,LMNX,Luminex Corp,TAS,-0.01,0.08,900.0,2020-02-10
6,LMRK,Landmark Infrastructure Partners LP,Before Market Open,0.11,-0.08,-172.73,2020-02-27
28,LMST,Limestone Bancorp Inc,After Market Close,0.32,0.32,,2020-01-22
54,LMT,Lockheed Martin Corp,TAS,5.03,5.29,5.17,2020-01-28
35,LNC,Lincoln National Corp,TAS,2.41,2.41,,2020-02-05
2,LNDC,Landec Corp,TAS,-0.06,-0.16,-166.67,2020-01-02
19,LNDC,Landec Corp,TAS,0.02,0.04,100.0,2020-03-31
41,LNG,Cheniere Energy Inc,TAS,0.47,3.34,610.64,2020-02-25
14,LNN,Lindsay Corp,TAS,0.5,0.77,54.0,2020-01-09
11,LNT,Alliant Energy Corp,TAS,0.43,0.46,6.98,2020-02-20
41,LNTH,Lantheus Holdings Inc,After Market Close,0.3,0.34,13.33,2020-02-20
15,LNTH,Lantheus Holdings Inc,Before Market Open,0.3,0.34,13.33,2020-02-25
16,LNTH,Lantheus Holdings Inc,TAS,0.3,0.34,13.33,2020-02-25
0,LOACU,Longevity Acquisition Corp,After Market Close,,,,2020-01-10
7,LOAN,Manhattan Bridge Capital Inc,Before Market Open,0.11,0.12,9.09,2020-03-17
27,LOB,Live Oak Bancshares Inc,After Market Close,0.12,0.17,41.67,2020-01-22
82,LOCO,El Pollo Loco Holdings Inc,TAS,0.16,0.18,12.5,2020-03-05
25,LODE,Comstock Mining Inc,TAS,,,,2020-03-19
26,LODE,Comstock Mining Inc,Before Market Open,,,,2020-03-19
83,LOGC,LogicBio Therapeutics Inc,TAS,-0.49,-0.51,-4.08,2020-03-16
30,LOGM,LogMeIn Inc,TAS,1.4,1.43,2.14,2020-02-13
39,LOGN,Logansport Financial Corp,Time Not Supplied,,,,2020-01-31
29,LOOP,Loop Industries Inc,After Market Close,-0.09,-0.1,-11.11,2020-01-09
60,LOPE,Grand Canyon Education Inc,TAS,1.54,1.63,5.84,2020-02-19
76,LORL,Loral Space & Communications Inc,Time Not Supplied,,,,2020-03-12
94,LOW,Lowe's Companies Inc,TAS,0.91,0.94,3.3,2020-02-26
20,LPBC,Lincoln Park Bancorp,Time Not Supplied,,,,2020-01-31
50,LPCN,Lipocine Inc,TAS,-0.15,-0.1,33.33,2020-03-13
82,LPG,Dorian LPG Ltd,Before Market Open,0.71,0.63,-11.27,2020-02-05
31,LPI,Laredo Petroleum Inc,TAS,0.18,0.17,-5.56,2020-02-12
26,LPLA,LPL Financial Holdings Inc,TAS,1.59,1.7,6.92,2020-01-30
59,LPSN,LivePerson Inc,TAS,-0.08,-0.06,25.0,2020-02-13
46,LPT,Liberty Property Trust,Before Market Open,0.32,,,2020-02-05
44,LPTH,LightPath Technologies Inc,After Market Close,,0.03,,2020-02-06
45,LPTH,LightPath Technologies Inc,TAS,,0.03,,2020-02-06
31,LPX,Louisiana-Pacific Corp,TAS,0.11,0.05,-54.55,2020-02-11
73,LQDA,Liquidia Technologies Inc,TAS,-0.59,-0.71,-20.34,2020-03-10
77,LQDT,Liquidity Services Inc,TAS,-0.11,-0.12,-9.09,2020-02-06
71,LQMT,Liquidmetal Technologies Inc,Time Not Supplied,,,,2020-03-03
84,LQMT,Liquidmetal Technologies Inc,After Market Close,,,,2020-03-10
64,LRAD,Genasys Inc,Time Not Supplied,,,,2020-02-10
80,LRCX,Lam Research Corp,TAS,3.85,4.01,4.16,2020-01-29
66,LRN,K12 Inc,TAS,0.51,0.52,1.96,2020-01-27
44,LSBK,Lake Shore Bancorp Inc,Time Not Supplied,,,,2020-01-30
47,LSCC,Lattice Semiconductor Corp,After Market Close,0.15,0.17,13.33,2020-02-11
48,LSCC,Lattice Semiconductor Corp,TAS,0.15,0.17,13.33,2020-02-11
39,LSI,Life Storage Inc,TAS,0.83,0.93,12.05,2020-02-19
34,LSTR,Landstar System Inc,TAS,1.42,1.27,-10.56,2020-01-29
15,LTBR,Lightbridge Corp,After Market Close,,,,2020-03-17
16,LTBR,Lightbridge Corp,TAS,,,,2020-03-18
77,LTC,LTC Properties Inc,TAS,0.48,0.4,-16.67,2020-02-20
55,LTHM,Livent Corp,TAS,0.05,0.05,,2020-02-20
18,LTRPA,Liberty TripAdvisor Holdings Inc,After Market Close,-0.22,-0.52,-136.36,2020-02-19
63,LTRPA,Liberty TripAdvisor Holdings Inc,TAS,-0.22,-0.52,-136.36,2020-02-26
32,LTRX,Lantronix Inc,After Market Close,0.04,0.03,-25.0,2020-02-12
33,LTRX,Lantronix Inc,TAS,0.04,0.03,-25.0,2020-02-12
55,LUB,Luby's Inc,Before Market Open,,,,2020-02-03
1,LULU,Lululemon Athletica Inc,TAS,2.24,2.28,1.79,2020-03-26
51,LUMO,Lumos Pharma Inc,Before Market Open,-2.52,-1.98,21.43,2020-02-28
17,LUNA,Luna Innovations Inc,After Market Close,0.05,0.08,60.0,2020-03-05
2,LUV,Southwest Airlines Co,TAS,1.09,1.16,6.42,2020-01-23
12,LUVU,Luvu Brands Inc,After Market Close,,,,2020-02-14
63,LVGO,Livongo Health Inc,After Market Close,-0.05,0.02,140.0,2020-03-02
61,LVS,Las Vegas Sands Corp,TAS,0.78,0.88,12.82,2020-01-29
32,LVWD,Live World Inc,After Market Close,,,,2020-02-07
1,LW,Lamb Weston Holdings Inc,TAS,0.84,0.95,13.1,2020-01-03
28,LX,LexinFintech Holdings Ltd,Before Market Open,3.88,2.87,-26.03,2020-03-24
57,LXFR,Luxfer Holdings PLC,After Market Close,0.24,0.22,-8.33,2020-03-04
9,LXFR,Luxfer Holdings PLC,TAS,0.24,0.22,-8.33,2020-03-05
83,LXP,Lexington Realty Trust,TAS,0.03,0.33,1000.0,2020-02-20
84,LXRX,Lexicon Pharmaceuticals Inc,TAS,-0.77,-0.48,37.66,2020-03-12
0,LXU,LSB Industries Inc,TAS,-1.17,-1.3,-11.11,2020-02-24
56,LYB,LyondellBasell Industries NV,Before Market Open,2.26,1.92,-15.04,2020-01-31
96,LYFT,LYFT Inc,TAS,-1.38,-1.19,13.77,2020-02-11
97,LYFT,LYFT Inc,After Market Close,-1.38,-1.19,13.77,2020-02-11
28,LYTS,LSI Industries Inc,Before Market Open,0.08,0.06,-25.0,2020-02-05
51,LYV,Live Nation Entertainment Inc,TAS,-0.71,-0.88,-23.94,2020-02-27
27,LZB,La-Z-Boy Inc,TAS,0.63,0.72,14.29,2020-02-18
36,M,Macy's Inc,TAS,-0.28,-0.69,-146.43,2020-02-25
29,MA,Mastercard Inc,TAS,1.87,1.96,4.81,2020-01-29
22,MAA,Mid-America Apartment Communities Inc,TAS,0.59,1.3,120.34,2020-01-29
1,MAAL,Marketing Alliance Inc,Before Market Open,,,,2020-02-21
4,MAAL,Marketing Alliance Inc,Before Market Open,,,,2020-02-28
54,MAC,Macerich Co,TAS,0.18,0.19,5.56,2020-02-06
49,MACE,Mace Security International Inc,TAS,,,,2020-02-27
48,MACK,Merrimack Pharmaceuticals Inc,TAS,,,,2020-03-12
4,MAGS,Magal Security Systems Ltd,Time Not Supplied,,,,2020-03-16
89,MAIN,Main Street Capital Corp,TAS,0.6,0.62,3.33,2020-02-27
57,MAN,ManpowerGroup Inc,TAS,2.04,2.15,5.39,2020-01-31
1,MANH,Manhattan Associates Inc,TAS,0.31,0.4,29.03,2020-02-04
59,MANT,ManTech International Corp,TAS,0.6,0.77,28.33,2020-02-19
70,MANU,Manchester United PLC,TAS,18.0,21.25,18.06,2020-02-25
7,MAR,Marriott International Inc,TAS,1.47,1.57,6.8,2020-02-26
12,MARA,Marathon Patent Group Inc,After Market Close,,,,2020-03-23
44,MAS,Masco Corp,TAS,0.52,0.54,3.85,2020-02-11
37,MASI,Masimo Corp,TAS,0.87,0.91,4.6,2020-02-19
31,MAT,Mattel Inc,TAS,0.01,0.11,1000.0,2020-02-13
9,MATW,Matthews International Corp,TAS,0.45,0.47,4.44,2020-01-30
50,MATX,Matson Inc,TAS,0.36,0.36,,2020-02-25
85,MAXR,Maxar Technologies Inc,Before Market Open,,,,2020-03-02
75,MAYS,J.W. Mays Inc,Before Market Open,,,,2020-03-04
8,MBCN,Middlefield Banc Corp,Before Market Open,0.49,0.49,,2020-01-24
45,MBI,MBIA Inc,TAS,-0.22,-1.25,-468.18,2020-02-27
50,MBII,Marrone Bio Innovations Inc,After Market Close,-0.06,-0.08,-33.33,2020-03-12
23,MBIN,Merchants Bancorp,TAS,0.58,0.92,58.62,2020-01-30
22,MBIO,Mustang Bio Inc,After Market Close,-0.26,-0.42,-61.54,2020-03-16
10,MBRX,Moleculin Biotech Inc,Time Not Supplied,-0.11,-0.08,27.27,2020-03-19
45,MBUU,Malibu Boats Inc,TAS,0.7,0.93,32.86,2020-02-06
23,MBWM,Mercantile Bank Corp,TAS,0.65,0.81,24.62,2020-01-21
64,MC,Moelis & Co,TAS,0.25,0.38,52.0,2020-02-05
14,MCB,Metropolitan Bank Holding Corp,TAS,0.87,0.93,6.9,2020-01-22
46,MCBC,Macatawa Bank Corp,TAS,0.21,0.24,14.29,2020-01-23
15,MCBS,Metrocity Bankshares Inc,Before Market Open,0.46,0.42,-8.7,2020-01-24
42,MCC,Medley Capital Corp,After Market Close,-0.15,0.06,140.0,2020-02-10
68,MCD,Mcdonald's Corp,TAS,1.96,1.97,0.51,2020-01-29
80,MCEP,Mid-Con Energy Partners LP,After Market Close,-0.2,-5.8,-2800.0,2020-03-12
56,MCF,Contango Oil & Gas Co,TAS,-0.06,-1.29,-2050.0,2020-03-30
21,MCFT,Mastercraft Boat Holdings Inc,After Market Close,0.35,0.43,22.86,2020-02-05
29,MCHP,Microchip Technology Inc,TAS,1.26,1.32,4.76,2020-02-04
6,MCHX,Marchex Inc,TAS,,0.01,,2020-02-12
59,MCK,McKesson Corp,TAS,3.56,3.81,7.02,2020-02-04
71,MCO,Moody's Corp,TAS,1.93,2.0,3.63,2020-02-12
20,MCRAB,McRae Industries Inc,After Market Close,,,,2020-03-20
76,MCRB,Seres Therapeutics Inc,TAS,-0.28,-0.25,10.71,2020-03-02
77,MCRB,Seres Therapeutics Inc,Before Market Open,-0.28,-0.25,10.71,2020-03-02
32,MCRI,Monarch Casino & Resort Inc,TAS,0.38,0.33,-13.16,2020-03-11
79,MCS,Marcus Corp,TAS,0.22,0.3,36.36,2020-02-20
37,MCY,Mercury General Corp,TAS,0.17,0.21,23.53,2020-02-10
47,MD,MEDNAX Inc,TAS,0.9,0.91,1.11,2020-02-20
35,MDB,MongoDB Inc,After Market Close,-0.28,-0.25,10.71,2020-03-17
37,MDB,MongoDB Inc,TAS,-0.28,-0.25,10.71,2020-03-17
36,MDC,MDC Holdings Inc,TAS,1.27,1.42,11.81,2020-01-30
26,MDCA,MDC Partners Inc,TAS,,,,2020-02-27
11,MDCL,Medicine Man Technologies Inc,After Market Close,,,,2020-03-30
13,MDCL,Medicine Man Technologies Inc,TAS,,,,2020-03-30
56,MDCO,Medicines Co,Before Market Open,-0.84,,,2020-02-25
94,MDGL,Madrigal Pharmaceuticals Inc,Before Market Open,-1.65,-1.8,-9.09,2020-02-26
52,MDLA,Medallia Inc,After Market Close,-0.03,,100.0,2020-03-12
36,MDLY,Medley Management Inc,After Market Close,-0.02,-0.04,-100.0,2020-03-27
51,MDLZ,Mondelez International Inc,TAS,0.6,0.61,1.67,2020-01-29
76,MDP,Meredith Corp,TAS,1.67,2.06,23.35,2020-02-06
78,MDR,McDermott International Inc,Before Market Open,0.73,,,2020-02-24
55,MDRIQ,McDermott International Inc,After Market Close,,,,2020-02-28
34,MDRRP,Medalist Diversified Reit Inc,Before Market Open,,,,2020-03-04
35,MDRRP,Medalist Diversified Reit Inc,TAS,,,,2020-03-09
6,MDRX,Allscripts Healthcare Solutions Inc,TAS,0.18,0.17,-5.56,2020-03-02
9,MDT,Medtronic PLC,TAS,1.38,1.44,4.35,2020-02-18
94,MDU,Mdu Resources Group Inc,After Market Close,0.39,0.47,20.51,2020-02-04
65,MDWD,Mediwound Ltd,Time Not Supplied,-0.1,-0.13,-30.0,2020-02-25
15,MEC,Mayville Engineering Company Inc,Time Not Supplied,-0.16,-0.08,50.0,2020-02-26
5,MED,Medifast Inc,TAS,1.07,1.66,55.14,2020-02-26
68,MEDP,Medpace Holdings Inc,After Market Close,0.75,0.85,13.33,2020-02-24
79,MEDS,Trxade Group Inc,Before Market Open,,,,2020-03-30
69,MEET,Meet Group Inc,Time Not Supplied,0.16,0.17,6.25,2020-03-11
79,MEI,Methode Electronics Inc,TAS,0.92,1.09,18.48,2020-03-05
47,MEIP,MEI Pharma Inc,After Market Close,-0.17,-0.26,-52.94,2020-02-06
85,MELI,MercadoLibre Inc,TAS,-0.91,-1.11,-21.98,2020-02-10
9,MELR,Melrose Bancorp Inc,Time Not Supplied,,,,2020-02-07
65,MERC,Mercer International Inc,TAS,-0.65,-1.04,-60.0,2020-02-13
11,MESA,Mesa Air Group Inc,Before Market Open,0.31,0.31,,2020-02-10
37,MET,Metlife Inc,TAS,1.37,1.98,44.53,2020-02-05
58,METC,Ramaco Resources Inc,After Market Close,0.13,0.05,-61.54,2020-02-20
27,METC,Ramaco Resources Inc,TAS,0.13,0.05,-61.54,2020-02-21
29,MFA,MFA Financial Inc,TAS,0.2,0.21,5.0,2020-02-20
90,MFINL,Medallion Financial Corp,Before Market Open,,,,2020-01-30
4,MFINL,Medallion Financial Corp,Before Market Open,,,,2020-02-20
16,MFINL,Medallion Financial Corp,TAS,,,,2020-02-21
52,MFINL,Medallion Financial Corp,Before Market Open,,,,2020-03-30
94,MFNC,Mackinac Financial Corp,Time Not Supplied,0.34,0.31,-8.82,2020-01-29
37,MFON,Mobivity Holdings Corp,After Market Close,,,,2020-03-30
45,MFSF,MutualFirst Financial Inc,TAS,0.67,0.77,14.93,2020-01-31
72,MG,Mistras Group Inc,After Market Close,0.03,-0.03,-200.0,2020-03-16
35,MG,Mistras Group Inc,After Market Close,0.03,-0.03,-200.0,2020-03-25
31,MGEE,MGE Energy Inc,TAS,,,,2020-02-26
92,MGEN,miRagen Therapeutics Inc,After Market Close,-0.25,-0.31,-24.0,2020-03-11
1,MGI,MoneyGram International Inc,Before Market Open,-0.02,0.01,150.0,2020-02-24
40,MGIC,Magic Software Enterprises Ltd,Time Not Supplied,0.15,0.13,-13.33,2020-03-09
41,MGLN,Magellan Health Inc,TAS,0.97,1.24,27.84,2020-02-28
19,MGM,MGM Resorts International,TAS,0.26,3.91,1403.85,2020-02-12
51,MGNX,MacroGenics Inc,TAS,-1.01,-0.61,39.6,2020-02-25
36,MGP,MGM Growth Properties LLC,TAS,0.27,0.25,-7.41,2020-02-14
79,MGPI,MGP Ingredients Inc,Time Not Supplied,0.7,0.76,8.57,2020-02-26
71,MGRC,McGrath RentCorp,TAS,0.94,1.07,13.83,2020-02-25
60,MGTA,Magenta Therapeutics Inc,Before Market Open,-0.59,-0.59,,2020-03-03
71,MGTX,MeiraGTx Holdings PLC,After Market Close,-0.51,-0.12,76.47,2020-03-11
69,MGY,Magnolia Oil & Gas Corp,After Market Close,0.07,0.05,-28.57,2020-02-19
0,MGY,Magnolia Oil & Gas Corp,TAS,0.07,0.05,-28.57,2020-02-20
33,MGYR,Magyar Bancorp Inc,After Market Close,,,,2020-01-23
51,MHGU,Meritage Hospitality Group Inc,Time Not Supplied,,,,2020-02-26
80,MHH,Mastech Digital Inc,Before Market Open,0.24,0.26,8.33,2020-02-05
81,MHH,Mastech Digital Inc,TAS,0.24,0.26,8.33,2020-02-05
60,MHK,Mohawk Industries Inc,TAS,2.2,2.25,2.27,2020-02-13
28,MHLD,Maiden Holdings Ltd,TAS,0.08,-0.14,-275.0,2020-03-18
12,MHO,M/I Homes Inc,TAS,1.69,1.57,-7.1,2020-02-05
42,MIC,Macquarie Infrastructure Corp,TAS,0.29,0.16,-44.83,2020-02-25
89,MICR,Micron Solutions Inc,After Market Close,,,,2020-03-16
94,MICT,MICT Inc,TAS,,,,2020-02-18
57,MIDD,Middleby Corp,TAS,1.71,2.0,16.96,2020-02-26
14,MIK,Michaels Companies Inc,TAS,1.25,1.26,0.8,2020-03-17
3,MILC,Millennium Investment & Acquisition Company Inc,After Market Close,,,,2020-02-21
87,MIME,Mimecast Ltd,TAS,0.12,0.14,16.67,2020-02-10
95,MINI,Mobile Mini Inc,TAS,0.57,0.67,17.54,2020-01-28
91,MIRM,Mirum Pharmaceuticals Inc,After Market Close,-0.85,-0.79,7.06,2020-03-12
26,MIST,Milestone Pharmaceuticals Inc,Before Market Open,-0.51,-0.63,-23.53,2020-03-06
46,MITK,Mitek Systems Inc,Before Market Open,0.07,0.12,71.43,2020-01-30
20,MITT,AG Mortgage Investment Trust Inc,TAS,0.44,0.52,18.18,2020-02-27
63,MJCO,Majesco,After Market Close,,,,2020-02-03
53,MKC,McCormick & Company Inc,TAS,1.61,1.61,,2020-01-28
14,MKC,McCormick & Company Inc,TAS,1.03,1.08,4.85,2020-03-31
24,MKD,Molecular Data Inc,Time Not Supplied,,,,2020-03-25
28,MKGI,Monaker Group Inc,Time Not Supplied,-0.14,-0.25,-78.57,2020-02-06
63,MKL,Markel Corp,TAS,8.38,10.56,26.01,2020-02-04
18,MKRS,Mikros Systems Corp,Before Market Open,,,,2020-03-31
