,Symbol,Company,Earnings Call Time,EPS Estimate,Reported EPS,Surprise(%),Earnings Date
89,COTY,Coty Inc,Before Market Open,0.01,,,2020-05-06
5,COUP,Coupa Software Inc,After Market Close,0.07,,,2020-06-01
78,COWN,Cowen Inc,Before Market Open,0.14,,,2020-04-29
53,CPA,Copa Holdings SA,After Market Close,1.64,,,2020-05-06
10,CPB,Campbell Soup Co,Before Market Open,0.7,,,2020-06-03
55,CPE,Callon Petroleum Co,Time Not Supplied,0.14,,,2020-05-04
53,CPF,Central Pacific Financial Corp,TAS,0.29,0.29,,2020-04-22
21,CPHI,China Pharma Holdings Inc,Time Not Supplied,,,,2020-04-14
24,CPIX,Cumberland Pharmaceuticals Inc,Time Not Supplied,0.02,,,2020-05-12
86,CPK,Chesapeake Utilities Corp,After Market Close,1.82,,,2020-05-06
29,CPLG,CorePoint Lodging Inc,Time Not Supplied,-0.74,,,2020-05-12
73,CPLP,Capital Product Partners LP,Before Market Open,0.43,,,2020-05-11
10,CPRI,Capri Holdings Ltd,Before Market Open,0.43,,,2020-05-27
6,CPRT,Copart Inc,Time Not Supplied,0.66,,,2020-05-20
67,CPS,Cooper-Standard Holdings Inc,After Market Close,-0.81,,,2020-05-11
8,CPSI,Computer Programs and Systems Inc,After Market Close,0.57,,,2020-05-05
14,CPSS,Consumer Portfolio Services Inc,TAS,0.19,0.45,136.84,2020-04-15
76,CPST,Capstone Turbine Corp,After Market Close,-0.48,,,2020-05-06
7,CPT,Camden Property Trust,After Market Close,0.46,,,2020-05-07
78,CPTA,Capitala Finance Corp,After Market Close,0.17,,,2020-05-04
45,CQP,Cheniere Energy Partners LP,Before Market Open,0.68,,,2020-04-30
48,CR,Crane Co,After Market Close,1.25,,,2020-04-27
9,CRAI,CRA International Inc,Before Market Open,0.66,,,2020-04-30
74,CRC,California Resources Corp,Time Not Supplied,-1.71,,,2020-05-04
16,CRCM,Care.com Inc,Before Market Open,,,,2020-05-07
8,CREE,Cree Inc,After Market Close,-0.14,,,2020-04-29
33,CREX,Creative Realities Inc,Time Not Supplied,-0.15,,,2020-05-07
44,CRI,Carter's Inc,Before Market Open,0.36,,,2020-04-28
15,CRIS,Curis Inc,Time Not Supplied,,,,2020-05-12
62,CRK,Comstock Resources Inc,After Market Close,0.08,,,2020-05-06
12,CRL,Charles River Laboratories International Inc,Before Market Open,1.47,,,2020-05-07
12,CRM,Salesforce.Com Inc,Time Not Supplied,0.69,,,2020-06-02
2,CRMT,America's CAR-MART Inc,After Market Close,1.76,,,2020-05-21
62,CRMZ,CreditRiskMonitor.Com Inc,TAS,,,,2020-05-07
69,CRNT,Ceragon Networks Ltd,Before Market Open,-0.04,,,2020-05-04
48,CROX,Crocs Inc,TAS,0.36,0.22,-38.89,2020-04-23
45,CRR,CARBO Ceramics Inc,Before Market Open,,,,2020-04-23
8,CRRT,CARBO Ceramics Inc,Before Market Open,,,,2020-04-06
86,CRRT,CARBO Ceramics Inc,Before Market Open,,,,2020-05-04
97,CRRTQ,CARBO Ceramics Inc,Before Market Open,,,,2020-05-04
10,CRRTQ,CARBO Ceramics Inc,Before Market Open,,,,2020-06-08
51,CRS,Carpenter Technology Corp,Before Market Open,0.78,,,2020-04-24
9,CRSP,Crispr Therapeutics AG,Time Not Supplied,-1.05,,,2020-04-27
87,CRTO,Criteo SA,Before Market Open,0.45,,,2020-04-29
59,CRUS,Cirrus Logic Inc,After Market Close,0.49,,,2020-05-04
6,CRVL,CorVel Corp,Before Market Open,,,,2020-05-28
21,CRVS,Corvus Pharmaceuticals Inc,TAS,-0.4,,,2020-04-30
5,CRWD,Crowdstrike Holdings Inc,After Market Close,-0.06,,,2020-06-17
35,CRY,CryoLife Inc,After Market Close,,,,2020-04-30
27,CRZO,Carrizo Oil & Gas Inc,Time Not Supplied,,,,2020-05-05
5,CSBB,CSB Bancorp Inc,After Market Close,,,,2020-04-21
45,CSCO,Cisco Systems Inc,After Market Close,0.71,,,2020-05-13
26,CSFL,Centerstate Bank Corp,TAS,0.43,0.28,-34.88,2020-04-23
60,CSGP,CoStar Group Inc,After Market Close,2.27,,,2020-04-28
15,CSGS,CSG Systems International Inc,After Market Close,0.71,,,2020-05-06
15,CSII,Cardiovascular Systems Inc,After Market Close,-0.07,,,2020-05-05
9,CSIQ,Canadian Solar Inc,Before Market Open,0.86,,,2020-05-28
26,CSL,Carlisle Companies Inc,TAS,1.01,1.09,7.92,2020-04-21
67,CSLT,Castlight Health Inc,After Market Close,-0.05,,,2020-05-07
61,CSOD,Cornerstone OnDemand Inc,After Market Close,0.24,,,2020-05-11
19,CSPR,Casper Sleep Inc,Before Market Open,-0.84,,,2020-05-12
21,CSTE,Caesarstone Ltd,Before Market Open,0.09,,,2020-05-06
59,CSTM,Constellium SE,Before Market Open,0.21,,,2020-04-22
7,CSTM,Constellium SE,Before Market Open,0.21,,,2020-04-29
50,CSTR,Capstar Financial Holdings Inc,After Market Close,0.26,,,2020-04-27
57,CSU,Capital Senior Living Corp,Before Market Open,-0.36,,,2020-05-07
8,CSWI,CSW Industrials Inc,Before Market Open,0.75,,,2020-05-20
54,CSX,CSX Corp,TAS,0.94,1.0,6.38,2020-04-22
92,CTB,Cooper Tire & Rubber Co,Before Market Open,-0.07,,,2020-05-07
2,CTB,Cooper Tire & Rubber Co,Before Market Open,-0.07,,,2020-05-07
24,CTBI,Community Trust Bancorp Inc,TAS,0.59,0.37,-37.29,2020-04-22
43,CTG,Computer Task Group Inc,Before Market Open,-0.05,0.1,300.0,2020-04-21
37,CTL,CenturyLink Inc,After Market Close,0.35,,,2020-05-06
51,CTO,Consolidated-Tomoka Land Co,After Market Close,-0.07,,,2020-04-28
52,CTO,Consolidated-Tomoka Land Co,TAS,-0.07,,,2020-04-28
11,CTRC,Centric Brands Inc,After Market Close,,,,2020-05-14
7,CTRC,Centric Brands Inc,After Market Close,,,,2020-05-18
69,CTRE,CareTrust REIT Inc,Time Not Supplied,0.22,,,2020-05-05
10,CTRN,Citi Trends Inc,Before Market Open,,,,2020-05-21
5,CTRP,Ctrip.Com International Ltd,After Market Close,,,,2020-05-20
73,CTS,CTS Corp,TAS,0.14,0.19,35.71,2020-04-23
74,CTS,CTS Corp,Before Market Open,0.14,0.19,35.71,2020-04-23
9,CTSH,Cognizant Technology Solutions Corp,After Market Close,0.93,,,2020-05-07
57,CTT,CatchMark Timber Trust Inc,After Market Close,-0.07,,,2020-05-04
96,CTVA,Corteva Inc,Before Market Open,0.4,,,2020-05-07
21,CTVA,Corteva Inc,Before Market Open,0.4,,,2020-05-07
86,CTXS,Citrix Systems Inc,TAS,1.17,1.73,47.86,2020-04-23
85,CUB,Cubic Corp,After Market Close,-0.11,,,2020-05-06
29,CUBE,CubeSmart,After Market Close,0.19,,,2020-05-07
35,CUBI,Customers Bancorp Inc,TAS,0.43,,,2020-05-04
1,CUK,Carnival Corp,TAS,,,,2020-04-03
0,CUK,Carnival Corp,Before Market Open,,,,2020-06-18
89,CURO,CURO Group Holdings Corp,After Market Close,0.81,,,2020-04-30
7,CUTR,Cutera Inc,Time Not Supplied,-0.24,,,2020-05-07
29,CUZ,Cousins Properties Inc,After Market Close,0.1,,,2020-04-30
85,CVA,Covanta Holding Corp,After Market Close,-0.21,,,2020-05-07
43,CVBF,CVB Financial Corp,TAS,0.31,0.27,-12.9,2020-04-22
6,CVCO,Cavco Industries Inc,After Market Close,1.55,,,2020-05-26
7,CVCY,Central Valley Community Bancorp,TAS,0.32,0.52,62.5,2020-04-15
4,CVET,Covetrus Inc,Time Not Supplied,0.1,,,2020-06-01
9,CVGW,Calavo Growers Inc,Before Market Open,0.66,,,2020-06-08
25,CVI,CVR Energy Inc,After Market Close,-0.51,,,2020-05-06
69,CVLT,CommVault Systems Inc,Before Market Open,0.38,,,2020-04-28
15,CVLY,Codorus Valley Bancorp Inc,TAS,,,,2020-04-23
27,CVNA,Carvana Co,After Market Close,-0.63,,,2020-05-06
82,CVS,CVS Health Corp,Before Market Open,1.62,,,2020-04-29
59,CVSI,CV Sciences Inc,Time Not Supplied,-0.03,,,2020-05-06
40,CVX,Chevron Corp,Before Market Open,0.67,,,2020-05-01
75,CW,Curtiss-Wright Corp,After Market Close,1.29,,,2020-05-06
38,CWBC,Community West Bancshares,Before Market Open,,,,2020-04-24
95,CWEN,Clearway Energy Inc,Before Market Open,,,,2020-05-05
78,CWK,Cushman & Wakefield PLC,After Market Close,0.15,,,2020-05-07
31,CWST,Casella Waste Systems Inc,After Market Close,-0.02,,,2020-05-07
61,CWT,California Water Service Group,TAS,,,,2020-04-30
88,CXDO,Crexendo Inc,TAS,,,,2020-05-05
38,CXKJ,CX Network Group Inc,Time Not Supplied,,,,2020-05-08
47,CXO,Concho Resources Inc,After Market Close,0.68,,,2020-04-30
59,CXP,Columbia Property Trust Inc,After Market Close,0.05,,,2020-04-30
34,CXW,CoreCivic Inc,After Market Close,,,,2020-05-06
63,CY,Cypress Semiconductor Corp,Time Not Supplied,0.25,,,2020-04-23
87,CYBE,CyberOptics Corp,After Market Close,0.01,0.11,1000.0,2020-04-23
33,CYBR,Cyberark Software Ltd,Before Market Open,0.36,,,2020-05-13
66,CYH,Community Health Systems Inc,After Market Close,-0.58,,,2020-04-28
40,CYOU,Changyou.Com Ltd,Before Market Open,0.8,,,2020-04-27
44,CYTK,Cytokinetics Inc,TAS,-0.5,,,2020-05-06
5,CZNC,Citizens & Northern Corp,Time Not Supplied,,,,2020-05-15
22,CZR,Caesars Entertainment Corp,Time Not Supplied,-0.18,,,2020-04-29
68,D,Dominion Energy Inc,Before Market Open,1.14,,,2020-05-05
65,DAC,Danaos Corp,Time Not Supplied,1.19,,,2020-05-11
33,DAIO,Data I/O Corp,After Market Close,-0.16,,,2020-04-30
12,DAKT,Daktronics Inc,Before Market Open,-0.01,,,2020-05-27
5,DAL,Delta Air Lines Inc,TAS,-0.7,-0.51,27.14,2020-04-22
86,DAN,Dana Inc,Before Market Open,0.38,,,2020-04-30
91,DAR,Darling Ingredients Inc,Time Not Supplied,0.38,,,2020-05-06
9,DARE,Dare Bioscience Inc,Time Not Supplied,-0.17,,,2020-05-12
69,DBD,Diebold Nixdorf Inc,Before Market Open,-0.28,,,2020-05-05
5,DBI,Designer Brands Inc,Before Market Open,-0.46,,,2020-05-28
44,DBUB,DBUB Group Inc,Time Not Supplied,,,,2020-05-01
43,DBUBD,DBUB Group Inc,Time Not Supplied,,,,2020-05-01
17,DBX,Dropbox Inc,After Market Close,0.14,,,2020-05-07
8,DCAR,Dropcar Inc,Before Market Open,,,,2020-04-01
9,DCAR,Dropcar Inc,Before Market Open,,,,2020-04-01
3,DCAR,Dropcar Inc,Before Market Open,,,,2020-06-30
7,DCI,Donaldson Company Inc,Before Market Open,0.48,,,2020-06-02
89,DCO,Ducommun Inc,After Market Close,0.31,,,2020-04-30
36,DCOM,Dime Community Bancshares Inc,Before Market Open,0.32,,,2020-04-28
90,DCP,DCP Midstream LP,After Market Close,0.37,,,2020-05-06
0,DCPH,Deciphera Pharmaceuticals Inc,Before Market Open,-1.25,,,2020-06-07
4,DCTH,Delcath Systems Inc,Before Market Open,,,,2020-06-12
66,DCUE,Dominion Energy Inc,Before Market Open,,,,2020-05-05
72,DD,DuPont de Nemours Inc,Before Market Open,0.74,,,2020-05-05
0,DDD,3D Systems Corp,After Market Close,-0.05,,,2020-05-06
75,DDOG,Datadog Inc,After Market Close,-0.01,,,2020-05-11
48,DDS,Dillard's Inc,Time Not Supplied,0.08,,,2020-05-13
2,DE,Deere & Co,Before Market Open,1.8,,,2020-05-22
75,DEA,Easterly Government Properties Inc,TAS,,,,2020-05-05
76,DEA,Easterly Government Properties Inc,Before Market Open,,,,2020-05-05
14,DECK,Deckers Outdoor Corp,Time Not Supplied,0.21,,,2020-05-21
21,DEI,Douglas Emmett Inc,After Market Close,0.06,,,2020-05-07
12,DELL,Dell Technologies Inc,TAS,1.01,,,2020-05-28
0,DENN,Denny's Corp,Time Not Supplied,0.13,,,2020-04-28
84,DESP,Despegar.com Corp,Before Market Open,-0.23,,,2020-05-04
18,DFIN,Donnelley Financial Solutions Inc,Before Market Open,0.06,,,2020-05-07
94,DFODQ,Dean Foods Co,Before Market Open,,,,2020-05-05
72,DFS,Discover Financial Services,TAS,0.78,-0.25,-132.05,2020-04-22
8,DG,Dollar General Corp,Before Market Open,1.7,,,2020-05-28
5,DGICA,Donegal Group Inc,After Market Close,0.29,,,2020-04-28
61,DGICB,Donegal Group Inc,Time Not Supplied,,,,2020-04-27
25,DGII,Digi International Inc,After Market Close,0.06,,,2020-05-07
2,DGLY,Digital Ally Inc,Before Market Open,,,,2020-04-06
71,DGX,Quest Diagnostics Inc,TAS,0.89,0.94,5.62,2020-04-22
23,DHCNL,Diversified Healthcare Trust,Before Market Open,,,,2020-05-07
7,DHI,D.R. Horton Inc,Before Market Open,1.13,,,2020-04-28
60,DHIL,Diamond Hill Investment Group Inc,After Market Close,,,,2020-04-27
91,DHR,Danaher Corp,TAS,1.01,,,2020-05-07
5,DHR,Danaher Corp,TAS,1.01,,,2020-05-07
97,DHT,DHT Holdings Inc,After Market Close,0.53,,,2020-05-06
96,DHX,DHI Group Inc,After Market Close,0.04,,,2020-05-06
41,DIN,Dine Brands Global Inc,Before Market Open,1.49,,,2020-04-29
78,DIOD,Diodes Inc,TAS,0.49,,,2020-05-11
62,DIS,Walt Disney Co,After Market Close,0.89,,,2020-05-05
85,DISCA,Discovery Inc,TAS,,,,2020-04-30
92,DISCK,Discovery Inc,TAS,0.83,,,2020-05-06
30,DISH,DISH Network Corp,Before Market Open,0.57,,,2020-05-01
20,DISHR,DISH Network Corp,Before Market Open,,,,2020-05-01
6,DIT,AMCON Distributing Co,After Market Close,,,,2020-04-20
74,DJCO,Daily Journal Corp,Time Not Supplied,,,,2020-05-07
71,DK,Delek US Holdings Inc,After Market Close,-0.93,,,2020-05-05
73,DKL,Delek Logistics Partners LP,After Market Close,0.69,,,2020-05-05
13,DKS,Dick's Sporting Goods Inc,Time Not Supplied,-0.25,,,2020-05-27
4,DLA,Delta Apparel Inc,Time Not Supplied,,,,2020-04-17
41,DLA,Delta Apparel Inc,After Market Close,0.38,,,2020-04-30
39,DLB,Dolby Laboratories Inc,Time Not Supplied,1.09,,,2020-04-29
12,DLNG,Dynagas LNG Partners LP,Time Not Supplied,0.09,,,2020-06-03
24,DLR,Digital Realty Trust Inc,After Market Close,0.27,,,2020-05-07
13,DLTR,Dollar Tree Inc,Before Market Open,0.91,,,2020-05-28
98,DLX,Deluxe Corp,After Market Close,1.04,,,2020-05-07
47,DMPI,DelMar Pharmaceuticals Inc,Before Market Open,-0.12,,,2020-05-13
80,DMRC,Digimarc Corp,After Market Close,-0.8,,,2020-04-29
33,DNBF,DNB Financial Corp,Time Not Supplied,,,,2020-04-21
46,DNKN,Dunkin' Brands Group Inc,Before Market Open,0.62,,,2020-04-30
11,DNLI,Denali Therapeutics Inc,After Market Close,-0.57,,,2020-05-27
64,DNP,DNP Select Income Fund Inc,Time Not Supplied,,,,2020-04-24
70,DNR,Denbury Resources Inc,Before Market Open,0.03,,,2020-05-05
62,DO,Diamond Offshore Drilling Inc,Before Market Open,-0.77,,,2020-04-27
4,DOCU,DocuSign Inc,After Market Close,0.1,,,2020-06-10
38,DOOR,Masonite International Corp,After Market Close,0.62,,,2020-05-05
59,DORM,Dorman Products Inc,Before Market Open,0.65,,,2020-04-27
42,DOV,Dover Corp,TAS,1.21,1.39,14.88,2020-04-21
84,DOW,Dow Inc,Before Market Open,0.59,,,2020-04-30
35,DOX,Amdocs Ltd,After Market Close,1.06,,,2020-05-07
76,DPDW,Deep Down Inc,Time Not Supplied,,,,2020-05-11
74,DPLO,Diplomat Pharmacy Inc,Before Market Open,,,,2020-05-05
92,DPZ,Domino's Pizza Inc,TAS,2.32,3.07,32.33,2020-04-23
7,DQ,Daqo New Energy Corp,Before Market Open,1.61,,,2020-05-19
23,DRE,Duke Realty Corp,After Market Close,0.1,,,2020-04-29
93,DRH,DiamondRock Hospitality Co,Time Not Supplied,-0.07,,,2020-05-06
3,DRI,Darden Restaurants Inc,Before Market Open,-1.97,,,2020-06-18
20,DRNA,Dicerna Pharmaceuticals Inc,Time Not Supplied,0.27,,,2020-05-07
65,DRQ,Dril-Quip Inc,After Market Close,0.02,,,2020-04-24
56,DS,Drive Shack Inc,Before Market Open,-0.22,,,2020-05-08
27,DSKE,Daseke Inc,Before Market Open,-0.07,,,2020-05-07
11,DSL,DoubleLine Income Solutions Fund,Time Not Supplied,,,,2020-06-03
98,DSPG,DSP Group Inc,Before Market Open,-0.02,,,2020-05-04
10,DSS,Document Security Systems Inc,TAS,,,,2020-04-06
30,DSS,Document Security Systems Inc,After Market Close,-0.01,,,2020-05-12
28,DSX,Diana Shipping Inc,Before Market Open,-0.05,,,2020-05-14
31,DT,Dynatrace Inc,Before Market Open,0.08,,,2020-05-12
41,DTEA,DAVIDsTEA Inc,Time Not Supplied,,,,2020-05-01
1,DTGI,Digerati Technologies Inc,Time Not Supplied,,,,2020-06-15
99,DTRK,DATATRAK International Inc,Time Not Supplied,,,,2020-05-04
12,DUK,Duke Energy Corp,TAS,1.2,,,2020-05-12
67,DVA,DaVita Inc,After Market Close,1.47,,,2020-05-05
89,DVAX,Dynavax Technologies Corp,After Market Close,-0.31,,,2020-05-07
87,DVD,Dover Motorsports Inc,Before Market Open,,,,2020-04-30
21,DVN,Devon Energy Corp,After Market Close,-0.19,,,2020-05-05
82,DX,Dynex Capital Inc,Before Market Open,0.54,,,2020-05-06
12,DXC,DXC Technology Co,Time Not Supplied,0.99,,,2020-05-21
6,DXCM,DexCom Inc,After Market Close,0.14,,,2020-04-28
4,DXLG,Destination XL Group Inc,Before Market Open,-0.26,,,2020-05-22
9,DY,Dycom Industries Inc,Before Market Open,-0.04,,,2020-05-19
26,DYAI,Dyadic International Inc,After Market Close,-0.02,,,2020-05-14
27,DYNR,Dynaresource Inc,Time Not Supplied,,,,2020-05-14
12,DYNT,Dynatronics Corp,After Market Close,-0.04,,,2020-04-02
29,EA,Electronic Arts Inc,After Market Close,0.98,,,2020-05-05
43,EAF,GrafTech International Ltd,Before Market Open,0.48,,,2020-05-06
9,EARN,Ellington Residential Mortgage REIT,Time Not Supplied,0.25,,,2020-04-30
2,EARS,Auris Medical Holding Ltd,Time Not Supplied,,,,2020-04-16
77,EAST,Eastside Distilling Inc,Before Market Open,-0.28,,,2020-05-11
62,EAT,Brinker International Inc,Before Market Open,0.74,,,2020-04-29
45,EBAY,eBay Inc,After Market Close,0.72,,,2020-04-29
46,EBF,Ennis Inc,TAS,0.35,0.33,-5.71,2020-04-20
4,EBF,Ennis Inc,Before Market Open,0.12,,,2020-06-22
34,EBIX,Ebix Inc,Before Market Open,0.86,,,2020-05-07
72,EBS,Emergent BioSolutions Inc,After Market Close,0.01,,,2020-04-30
6,EBSB,Meridian Bancorp Inc (MARYLAND),TAS,0.25,0.25,,2020-04-21
11,EBTC,Enterprise Bancorp Inc,After Market Close,,,,2020-04-24
73,ECHO,Echo Global Logistics Inc,TAS,0.2,0.19,-5.0,2020-04-22
12,ECL,Ecolab Inc,Before Market Open,1.06,,,2020-04-28
41,ECOL,US Ecology Inc,After Market Close,0.17,,,2020-05-07
7,ECOLW,US Ecology Holdings Inc,Time Not Supplied,,,,2020-04-30
60,ECOM,ChannelAdvisor Corp,Before Market Open,0.09,,,2020-05-07
33,ECOR,"electroCore, Inc.",Time Not Supplied,-0.23,,,2020-05-12
46,ECPG,Encore Capital Group Inc,After Market Close,1.26,,,2020-05-11
41,ED,Consolidated Edison Inc,After Market Close,1.41,,,2020-05-07
51,EDAP,Edap Tms SA,Time Not Supplied,-0.03,,,2020-05-13
88,EDIT,Editas Medicine Inc,Time Not Supplied,-0.77,,,2020-05-05
13,EDRY,EuroDry Ltd,After Market Close,-0.69,,,2020-05-18
24,EDSA,Edesa Biotech Inc,Before Market Open,,,,2020-05-11
48,EDU,New Oriental Education & Technology Group Inc,TAS,0.79,0.93,17.72,2020-04-21
13,EE,El Paso Electric Co,Before Market Open,-0.13,,,2020-05-06
50,EEFT,Euronet Worldwide Inc,Before Market Open,0.76,,,2020-04-29
89,EFC,Ellington Financial Inc,Time Not Supplied,-0.34,,,2020-05-05
38,EFSC,Enterprise Financial Services Corp,TAS,0.75,1.16,54.67,2020-04-20
45,EFX,Equifax Inc,TAS,1.29,1.4,8.53,2020-04-20
21,EGBN,Eagle Bancorp Inc,TAS,0.92,0.7,-23.91,2020-04-22
0,EGHT,8x8 Inc,After Market Close,-0.14,,,2020-05-12
16,EGLE,Eagle Bulk Shipping Inc,TAS,-0.11,,,2020-05-08
93,EGOV,NIC Inc,Before Market Open,0.18,,,2020-04-27
10,EGP,Eastgroup Properties Inc,After Market Close,0.56,,,2020-04-30
90,EHC,Encompass Health Corp,After Market Close,0.86,,,2020-04-28
96,EHTH,Ehealth Inc,TAS,0.22,0.39,77.27,2020-04-23
8,EIDX,Eidos Therapeutics Inc,After Market Close,-0.53,,,2020-05-26
97,EIG,Employers Holdings Inc,TAS,0.53,0.35,-33.96,2020-04-23
8,EIGI,Endurance International Group Holdings Inc,TAS,-0.02,,,2020-04-30
72,EIGR,Eiger BioPharmaceuticals Inc,Time Not Supplied,-0.69,,,2020-05-07
98,EIX,Edison International,After Market Close,0.8,,,2020-04-30
53,EKSO,Ekso Bionics Holdings Inc,After Market Close,-0.61,,,2020-04-30
37,EL,Estee Lauder Companies Inc,Before Market Open,,,,2020-05-01
10,ELA,Envela Corp,Time Not Supplied,,,,2020-05-18
9,ELAN,Elanco Animal Health Inc,Before Market Open,0.23,,,2020-05-07
4,ELF,e.l.f. Beauty Inc,After Market Close,0.05,,,2020-05-21
96,ELGX,Endologix Inc,Time Not Supplied,-0.6,,,2020-04-30
8,ELLO,Ellomay Capital Ltd,Time Not Supplied,,,,2020-06-24
46,ELOX,Eloxx Pharmaceuticals Inc,After Market Close,-0.3,,,2020-05-07
44,ELS,Equity LifeStyle Properties Inc,TAS,0.37,0.35,-5.41,2020-04-20
65,ELTK,Eltek Ltd,Before Market Open,,,,2020-04-27
15,ELTK,Eltek Ltd,Before Market Open,,,,2020-05-27
3,ELTP,Elite Pharmaceuticals Inc,After Market Close,,,,2020-06-19
46,ELVT,Elevate Credit Inc,After Market Close,0.12,,,2020-05-06
14,ELY,Callaway Golf Co,Time Not Supplied,0.39,,,2020-05-07
48,EMCF,Emclaire Financial Corp,After Market Close,,,,2020-04-22
93,EME,EMCOR Group Inc,Before Market Open,1.32,,,2020-04-30
33,EMGC,Emergent Capital Inc,After Market Close,,,,2020-04-20
32,EMMS,Emmis Communications Corp,Before Market Open,,,,2020-05-07
51,EMN,Eastman Chemical Co,After Market Close,1.72,,,2020-04-30
45,EMR,Emerson Electric Co,TAS,0.74,0.89,20.27,2020-04-21
46,EMR,Emerson Electric Co,TAS,0.74,0.89,20.27,2020-04-21
8,ENBL,Enable Midstream Partners LP,Before Market Open,0.27,,,2020-05-06
15,ENBP,ENB Financial Corp,Time Not Supplied,,,,2020-04-13
45,ENDP,Endo International PLC,Before Market Open,0.52,,,2020-05-07
49,ENG,ENGlobal Corp,Time Not Supplied,,,,2020-05-11
39,ENLC,EnLink Midstream LLC,After Market Close,0.05,,,2020-05-07
79,ENPH,Enphase Energy Inc,After Market Close,0.33,,,2020-05-05
28,ENR,Energizer Holdings Inc,Before Market Open,0.36,,,2020-05-07
14,ENS,EnerSys,Time Not Supplied,1.18,,,2020-05-27
16,ENSG,Ensign Group Inc,Time Not Supplied,0.62,,,2020-05-04
27,ENSV,Enservco Corp,Time Not Supplied,-0.03,,,2020-05-13
34,ENT,Global Eagle Entertainment Inc,Time Not Supplied,,,,2020-05-12
5,ENTA,Enanta Pharmaceuticals Inc,After Market Close,-0.87,,,2020-05-06
50,ENTG,Entegris Inc,TAS,0.52,0.55,5.77,2020-04-21
30,ENV,Envestnet Inc,After Market Close,0.45,,,2020-05-07
11,ENVA,Enova International Inc,After Market Close,1.36,,,2020-04-28
32,EOG,EOG Resources Inc,After Market Close,0.69,,,2020-05-07
3,EPAC,Enerpac Tool Group Corp,Before Market Open,0.12,,,2020-06-24
33,EPAM,EPAM Systems Inc,Before Market Open,1.34,,,2020-05-07
70,EPAY,Bottomline Technologies (DE) Inc,TAS,0.33,,,2020-05-06
50,EPC,Edgewell Personal Care Co,Before Market Open,0.92,,,2020-05-07
46,EPD,Enterprise Products Partners LP,Before Market Open,0.52,,,2020-04-29
25,EPR,EPR Properties,After Market Close,0.62,,,2020-05-06
85,EPRT,Essential Properties Realty Trust Inc,Before Market Open,0.17,,,2020-05-11
37,EPSN,Epsilon Energy Ltd,TAS,,,,2020-05-12
15,EPZM,Epizyme Inc,Before Market Open,-0.74,,,2020-05-04
38,EQ,Equillium Inc,After Market Close,-0.42,,,2020-05-12
49,EQBK,Equity Bancshares Inc,After Market Close,0.45,,,2020-04-29
77,EQC,Equity Commonwealth,After Market Close,0.1,,,2020-05-04
35,EQH,Equitable Holdings Inc,After Market Close,1.1,,,2020-05-07
10,EQIX,Equinix Inc,After Market Close,1.79,,,2020-05-06
29,EQM,EQM Midstream Partners LP,Before Market Open,0.91,,,2020-05-14
90,EQR,Equity Residential,After Market Close,0.33,,,2020-05-05
85,ERA,Era Group Inc,After Market Close,-0.09,,,2020-05-05
17,ERA,Era Group Inc,Time Not Supplied,-0.09,,,2020-05-06
84,ERI,Eldorado Resorts Inc,After Market Close,0.16,,,2020-05-11
94,ERIE,Erie Indemnity Co,Time Not Supplied,1.51,,,2020-04-30
95,ERII,Energy Recovery Inc,TAS,0.01,,,2020-04-30
54,ES,Eversource Energy,Time Not Supplied,1.01,,,2020-04-29
20,ESCA,Escalade Inc,After Market Close,,,,2020-04-16
9,ESEA,Euroseas Ltd,Time Not Supplied,-0.36,,,2020-05-26
62,ESES,Eco-Stim Energy Solutions Inc,After Market Close,,,,2020-05-08
2,ESGRO,Enstar Group Ltd,Time Not Supplied,,,,2020-05-06
11,ESI,Element Solutions Inc,Before Market Open,0.2,,,2020-04-30
57,ESNT,Essent Group Ltd,Before Market Open,1.45,,,2020-05-08
18,ESPR,Esperion Therapeutics Inc,Before Market Open,-3.29,,,2020-05-06
68,ESQ,Esquire Financial Holdings Inc,Before Market Open,,,,2020-04-24
75,ESRT,Empire State Realty Trust Inc,TAS,0.01,0.02,100.0,2020-04-22
0,ESS,Essex Property Trust Inc,After Market Close,1.46,,,2020-05-06
23,ESSA,ESSA Bancorp Inc,After Market Close,,,,2020-04-24
47,ESTA,Establishment Labs Holdings Inc,After Market Close,-0.31,,,2020-05-07
19,ESXB,Community Bankers Trust Corp,Time Not Supplied,0.15,,,2020-04-24
87,ET,Energy Transfer LP,After Market Close,0.33,,,2020-05-11
57,ETFC,E*TRADE Financial Corp,TAS,0.91,0.74,-18.68,2020-04-23
17,ETH,Ethan Allen Interiors Inc,After Market Close,0.04,,,2020-05-11
74,ETM,Entercom Communications Corp,Before Market Open,0.02,,,2020-04-28
39,ETN,Eaton Corporation PLC,Before Market Open,1.07,,,2020-04-30
3,ETON,Eton Pharmaceuticals Inc,After Market Close,-0.22,,,2020-06-05
43,ETR,Entergy Corp,Before Market Open,0.93,,,2020-05-11
7,ETSY,Etsy Inc,After Market Close,0.18,,,2020-05-06
32,ETTX,Entasis Therapeutics Holdings Inc,TAS,-1.0,,,2020-05-12
5,EV,Eaton Vance Corp,Before Market Open,0.76,,,2020-05-19
44,EVA,Enviva Partners LP,After Market Close,0.3,,,2020-04-29
81,EVBG,Everbridge Inc,After Market Close,-0.36,,,2020-05-05
50,EVBN,Evans Bancorp Inc,After Market Close,0.74,,,2020-04-29
