,Symbol,Company,Earnings Call Time,EPS Estimate,Reported EPS,Surprise(%),Earnings Date
49,CNOB,ConnectOne Bancorp Inc,TAS,0.57,0.6,5.26,2019-10-24
50,CNOB,ConnectOne Bancorp Inc,Before Market Open,0.57,0.6,5.26,2019-10-24
74,CNP,CenterPoint Energy Inc,TAS,0.43,0.53,23.26,2019-11-07
77,CNR,Cornerstone Building Brands Inc,TAS,0.23,0.3,30.43,2019-11-06
45,CNS,Cohen & Steers Inc,TAS,0.63,0.65,3.17,2019-10-16
36,CNSL,Consolidated Communications Holdings Inc,TAS,-0.04,0.06,250.0,2019-10-31
17,CNTG,Centogene NV,Time Not Supplied,,,,2019-12-05
74,CNTY,Century Casinos Inc,TAS,0.09,0.02,-77.78,2019-11-04
9,CNX,CNX Resources Corp,TAS,-0.02,,100.0,2019-10-29
65,CNXM,CNX Midstream Partners LP,TAS,0.51,0.58,13.73,2019-10-29
89,CNXN,PC Connection Inc,TAS,0.57,0.9,57.89,2019-10-30
11,CO,Global Cord Blood Corp,After Market Close,,,,2019-11-26
8,COCP,Cocrystal Pharma Inc,Time Not Supplied,-0.08,-0.06,25.0,2019-11-12
97,CODI,Compass Diversified Holdings,TAS,0.41,0.5,21.95,2019-10-30
7,COE,China Online Education Group,TAS,,,,2019-12-09
49,COF,Capital One Financial Corp,TAS,2.88,2.69,-6.6,2019-10-24
27,COFS,ChoiceOne Financial Services Inc,After Market Close,,,,2019-10-25
36,COG,Cabot Oil & Gas Corp,TAS,0.26,0.29,11.54,2019-10-24
59,COHN,Cohen & Company Inc,Before Market Open,,,,2019-10-30
30,COHO,Crednology Holding Corp,Before Market Open,,,,2019-11-08
76,COHR,Coherent Inc,TAS,0.96,0.89,-7.29,2019-11-05
61,COHU,Cohu Inc,TAS,,0.12,,2019-11-04
83,COKE,Coca-Cola Consolidated Inc,After Market Close,3.56,3.44,-3.37,2019-11-05
77,COLB,Columbia Banking System Inc,TAS,0.6,0.7,16.67,2019-10-24
47,COLD,Americold Realty Trust,After Market Close,0.25,0.14,-44.0,2019-11-07
14,COLL,Collegium Pharmaceutical Inc,Before Market Open,-0.15,-0.18,-20.0,2019-11-06
15,COLL,Collegium Pharmaceutical Inc,TAS,-0.15,-0.18,-20.0,2019-11-06
97,COLM,Columbia Sportswear Co,TAS,1.55,1.75,12.9,2019-10-30
7,COMM,CommScope Holding Company Inc,TAS,0.44,0.55,25.0,2019-11-07
86,CONE,CyrusOne Inc,TAS,-0.03,0.11,466.67,2019-10-30
17,CONN,Conn's Inc,TAS,0.54,0.61,12.96,2019-12-10
22,COO,Cooper Companies Inc,TAS,3.27,3.3,0.92,2019-12-05
25,COOP,Mr. Cooper Group Inc,Time Not Supplied,0.8,1.41,76.25,2019-10-31
29,COP,ConocoPhillips,TAS,0.73,0.82,12.33,2019-10-29
34,COR,CoreSite Realty Corp,TAS,0.48,0.47,-2.08,2019-10-31
43,CORE,Core-Mark Holding Company Inc,TAS,0.56,0.6,7.14,2019-11-07
95,CORR,CorEnergy Infrastructure Trust Inc,TAS,0.6,-1.65,-375.0,2019-10-30
34,CORT,Corcept Therapeutics Inc,TAS,0.2,0.22,10.0,2019-11-07
4,COST,Costco Wholesale Corp,TAS,2.54,2.69,5.91,2019-10-03
12,COST,Costco Wholesale Corp,TAS,1.71,1.73,1.17,2019-12-12
11,COTY,Coty Inc,TAS,0.06,0.07,16.67,2019-11-06
4,COUP,Coupa Software Inc,TAS,0.06,0.2,233.33,2019-12-02
4,COWN,Cowen Inc,TAS,0.3,0.34,13.33,2019-10-24
55,CPA,Copa Holdings SA,TAS,2.23,2.45,9.87,2019-11-13
18,CPAH,CounterPath Corp,Before Market Open,,,,2019-12-10
9,CPB,Campbell Soup Co,TAS,0.71,0.78,9.86,2019-12-04
46,CPE,Callon Petroleum Co,TAS,0.18,0.19,5.56,2019-11-04
14,CPF,Central Pacific Financial Corp,TAS,0.49,0.51,4.08,2019-10-23
5,CPIX,Cumberland Pharmaceuticals Inc,TAS,0.11,0.01,-90.91,2019-11-12
40,CPK,Chesapeake Utilities Corp,TAS,0.39,0.34,-12.82,2019-11-07
60,CPLG,CorePoint Lodging Inc,TAS,-0.44,-0.22,50.0,2019-11-13
38,CPLP,Capital Product Partners LP,Before Market Open,0.41,0.18,-56.1,2019-10-31
20,CPPXF,Continental Energy Corp,Time Not Supplied,,,,2019-11-07
1,CPPXF,Continental Energy Corp,TAS,,,,2019-11-28
6,CPPXF,Continental Energy Corp,Time Not Supplied,,,,2019-12-09
13,CPRI,Capri Holdings Ltd,TAS,1.24,1.16,-6.45,2019-11-06
12,CPRT,Copart Inc,TAS,0.59,0.65,10.17,2019-11-20
9,CPRX,Catalyst Pharmaceuticals Inc,After Market Close,0.11,0.13,18.18,2019-11-12
57,CPS,Cooper-Standard Holdings Inc,After Market Close,0.44,-0.31,-170.45,2019-11-05
89,CPSH,CPS Technologies Corp,After Market Close,,,,2019-10-30
4,CPSH,CPS Technologies Corp,After Market Close,,,,2019-10-30
3,CPSI,Computer Programs and Systems Inc,TAS,0.6,0.64,6.67,2019-11-05
54,CPSS,Consumer Portfolio Services Inc,TAS,0.08,0.08,,2019-10-29
46,CPST,Capstone Turbine Corp,After Market Close,-0.46,-0.59,-28.26,2019-11-07
75,CPT,Camden Property Trust,TAS,0.44,0.44,,2019-10-31
90,CPTA,Capitala Finance Corp,TAS,0.24,0.18,-25.0,2019-11-04
47,CQP,Cheniere Energy Partners LP,TAS,0.53,0.19,-64.15,2019-11-01
76,CR,Crane Co,TAS,1.54,1.4,-9.09,2019-10-28
86,CRAI,CRA International Inc,TAS,0.67,0.98,46.27,2019-10-31
80,CRAWA,Crawford United Corp,Time Not Supplied,0.45,0.52,15.56,2019-11-12
54,CRBP,Corbus Pharmaceuticals Holdings Inc,TAS,-0.38,-0.32,15.79,2019-11-07
55,CRBP,Corbus Pharmaceuticals Holdings Inc,Before Market Open,-0.38,-0.32,15.79,2019-11-07
15,CRC,California Resources Corp,TAS,-0.32,0.35,209.37,2019-10-31
23,CRCM,Care.com Inc,TAS,0.1,0.11,10.0,2019-11-06
71,CREE,Cree Inc,TAS,-0.05,-0.03,40.0,2019-10-30
45,CREX,Creative Realities Inc,TAS,-0.01,0.02,300.0,2019-11-07
91,CRI,Carter's Inc,TAS,1.7,1.87,10.0,2019-10-24
9,CRIS,Curis Inc,TAS,,,,2019-11-05
3,CRK,Comstock Resources Inc,TAS,0.14,0.17,21.43,2019-11-07
18,CRL,Charles River Laboratories International Inc,TAS,1.63,1.69,3.68,2019-11-06
13,CRM,Salesforce.Com Inc,TAS,0.66,0.75,13.64,2019-12-03
51,CRMD,CorMedix Inc,After Market Close,-0.25,-1.35,-440.0,2019-11-14
11,CRMT,America's CAR-MART Inc,TAS,1.81,2.0,10.5,2019-11-18
81,CRMZ,CreditRiskMonitor.Com Inc,Time Not Supplied,,,,2019-11-06
6,CRNC,Cerence Inc,TAS,0.48,0.34,-29.17,2019-12-17
78,CRNT,Ceragon Networks Ltd,Before Market Open,0.04,0.01,-75.0,2019-11-04
21,CRNX,Crinetics Pharmaceuticals Inc,After Market Close,-0.57,-0.6,-5.26,2019-11-12
8,CROX,Crocs Inc,TAS,0.43,0.57,32.56,2019-10-30
19,CRR,CARBO Ceramics Inc,TAS,-0.5,-0.57,-14.0,2019-11-08
36,CRRT,CARBO Ceramics Inc,TAS,,,,2019-11-08
7,CRS,Carpenter Technology Corp,TAS,0.89,0.85,-4.49,2019-10-24
9,CRSP,Crispr Therapeutics AG,TAS,-0.95,2.4,352.63,2019-10-28
22,CRTO,Criteo SA,Before Market Open,0.49,0.54,10.2,2019-10-30
42,CRUS,Cirrus Logic Inc,TAS,0.94,1.55,64.89,2019-10-30
43,CRUS,Cirrus Logic Inc,TAS,0.94,1.55,64.89,2019-10-30
84,CRVL,CorVel Corp,TAS,,,,2019-11-05
86,CRVS,Corvus Pharmaceuticals Inc,After Market Close,-0.41,-0.37,9.76,2019-10-29
20,CRWD,Crowdstrike Holdings Inc,After Market Close,-0.12,-0.07,41.67,2019-12-05
65,CRWS,Crown Crafts Inc,Before Market Open,0.18,0.18,,2019-11-13
54,CRY,CryoLife Inc,TAS,0.06,,,2019-10-30
84,CRZO,Carrizo Oil & Gas Inc,TAS,0.66,0.69,4.55,2019-11-04
13,CSBB,CSB Bancorp Inc,After Market Close,,,,2019-10-22
7,CSBR,Champions Oncology Inc,After Market Close,0.01,0.02,100.0,2019-12-16
62,CSCO,Cisco Systems Inc,TAS,0.81,0.84,3.7,2019-11-13
27,CSFL,Centerstate Bank Corp,After Market Close,0.5,0.53,6.0,2019-10-22
63,CSGP,CoStar Group Inc,TAS,2.52,2.61,3.57,2019-10-22
18,CSGS,CSG Systems International Inc,TAS,0.81,0.88,8.64,2019-10-30
94,CSII,Cardiovascular Systems Inc,TAS,-0.08,-0.17,-112.5,2019-10-29
19,CSIQ,Canadian Solar Inc,TAS,0.8,0.96,20.0,2019-11-12
45,CSL,Carlisle Companies Inc,TAS,2.29,2.42,5.68,2019-10-22
20,CSLT,Castlight Health Inc,TAS,-0.01,-0.04,-300.0,2019-10-24
43,CSOD,Cornerstone OnDemand Inc,TAS,0.27,0.31,14.81,2019-11-05
15,CSPI,CSP Inc,TAS,,,,2019-12-10
66,CSS,CSS Industries Inc,After Market Close,0.41,,,2019-11-14
81,CSSE,Chicken Soup for The Soul Entertainment Inc,TAS,-0.05,-1.11,-2120.0,2019-11-14
46,CSTE,Caesarstone Ltd,TAS,0.31,0.29,-6.45,2019-11-06
19,CSTL,Castle Biosciences Inc,Time Not Supplied,-0.3,0.05,116.67,2019-11-11
26,CSTM,Constellium SE,TAS,0.25,,-100.0,2019-10-23
30,CSTR,Capstar Financial Holdings Inc,After Market Close,0.33,0.36,9.09,2019-10-24
44,CSTR,Capstar Financial Holdings Inc,TAS,0.33,0.36,9.09,2019-10-25
81,CSU,Capital Senior Living Corp,TAS,-0.35,-0.68,-94.29,2019-11-07
56,CSV,Carriage Services Inc,After Market Close,0.3,0.28,-6.67,2019-10-28
74,CSV,Carriage Services Inc,TAS,0.3,0.28,-6.67,2019-10-29
59,CSWC,Capital Southwest Corp,After Market Close,0.42,0.38,-9.52,2019-11-04
10,CSWC,Capital Southwest Corp,TAS,0.42,0.38,-9.52,2019-11-05
26,CSWI,CSW Industrials Inc,TAS,0.86,0.92,6.98,2019-11-05
35,CSX,CSX Corp,TAS,1.01,1.08,6.93,2019-10-16
5,CTAS,Cintas Corp,TAS,2.03,2.27,11.82,2019-12-17
47,CTB,Cooper Tire & Rubber Co,TAS,0.49,0.58,18.37,2019-10-28
12,CTBI,Community Trust Bancorp Inc,TAS,0.84,0.86,2.38,2019-10-16
21,CTEK,CynergisTek Inc,Time Not Supplied,-0.05,-0.04,20.0,2019-11-11
74,CTG,Computer Task Group Inc,TAS,0.09,0.1,11.11,2019-10-22
75,CTG,Computer Task Group Inc,Before Market Open,0.09,0.1,11.11,2019-10-22
69,CTGO,Contango ORE Inc,Time Not Supplied,,,,2019-11-14
26,CTHR,Charles & Colvard Ltd,After Market Close,,0.01,,2019-11-07
33,CTIC,CTI Biopharma Corp,After Market Close,-0.23,-0.17,26.09,2019-11-04
15,CTK,CooTek (Cayman) Inc,TAS,-0.19,-0.24,-26.32,2019-11-18
67,CTL,CenturyLink Inc,TAS,0.33,0.31,-6.06,2019-11-06
5,CTLT,Catalent Inc,TAS,0.24,0.26,8.33,2019-11-05
84,CTMX,CytomX Therapeutics Inc,After Market Close,-0.51,-0.52,-1.96,2019-11-07
28,CTO,Consolidated-Tomoka Land Co,After Market Close,3.22,0.31,-90.37,2019-10-16
41,CTO,Consolidated-Tomoka Land Co,TAS,3.22,0.31,-90.37,2019-10-17
87,CTRA,Contura Energy Inc,Before Market Open,0.85,-2.29,-369.41,2019-11-14
34,CTRC,Centric Brands Inc,After Market Close,0.5,,,2019-11-14
22,CTRE,CareTrust REIT Inc,TAS,0.14,-0.11,-178.57,2019-11-07
14,CTRN,Citi Trends Inc,TAS,,,,2019-11-26
41,CTRP,Ctrip.Com International Ltd,After Market Close,0.29,,,2019-11-13
29,CTS,CTS Corp,Before Market Open,0.39,0.29,-25.64,2019-10-24
91,CTSH,Cognizant Technology Solutions Corp,TAS,1.05,1.08,2.86,2019-10-30
14,CTSH,Cognizant Technology Solutions Corp,TAS,1.05,1.08,2.86,2019-10-30
28,CTSO,Cytosorbents Corp,After Market Close,-0.13,-0.21,-61.54,2019-11-05
29,CTSO,Cytosorbents Corp,TAS,-0.13,-0.21,-61.54,2019-11-05
97,CTT,CatchMark Timber Trust Inc,After Market Close,-0.56,-0.42,25.0,2019-10-31
41,CTT,CatchMark Timber Trust Inc,TAS,-0.56,-0.42,25.0,2019-11-01
68,CTVA,Corteva Inc,Before Market Open,-0.46,-0.39,15.22,2019-10-31
72,CTVA,Corteva Inc,TAS,-0.46,-0.39,15.22,2019-10-31
39,CTXS,Citrix Systems Inc,TAS,1.25,1.52,21.6,2019-10-24
21,CUB,Cubic Corp,TAS,1.94,1.86,-4.12,2019-11-20
2,CUBE,CubeSmart,TAS,0.22,0.22,,2019-10-24
33,CUBI,Customers Bancorp Inc,TAS,0.71,0.74,4.23,2019-10-23
73,CUI,CUI Global Inc,After Market Close,-0.04,-0.01,75.0,2019-11-12
4,CUK,Carnival Corp,TAS,,,,2019-12-20
2,CULP,Culp Inc,TAS,0.16,0.19,18.75,2019-12-06
22,CUO,Continental Materials Corp,After Market Close,,,,2019-11-12
90,CURO,CURO Group Holdings Corp,After Market Close,0.58,0.71,22.41,2019-10-24
33,CUTR,Cutera Inc,TAS,0.06,0.15,150.0,2019-11-07
6,CUZ,Cousins Properties Inc,TAS,0.09,0.14,55.56,2019-10-23
35,CVA,Covanta Holding Corp,TAS,0.09,0.1,11.11,2019-10-24
76,CVBF,CVB Financial Corp,TAS,0.37,0.36,-2.7,2019-10-23
53,CVCO,Cavco Industries Inc,After Market Close,1.99,2.25,13.07,2019-10-28
77,CVCO,Cavco Industries Inc,TAS,1.99,2.25,13.07,2019-10-29
15,CVCY,Central Valley Community Bancorp,TAS,0.37,0.42,13.51,2019-10-16
25,CVEO,Civeo Corp,Time Not Supplied,-0.02,0.02,200.0,2019-10-25
79,CVET,Covetrus Inc,Time Not Supplied,0.07,0.17,142.86,2019-11-12
21,CVGI,Commercial Vehicle Group Inc,After Market Close,0.29,0.28,-3.45,2019-11-06
9,CVGW,Calavo Growers Inc,TAS,0.44,0.45,2.27,2019-12-19
4,CVI,CVR Energy Inc,TAS,0.78,1.05,34.62,2019-10-23
94,CVIA,Covia Holdings Corp,Time Not Supplied,-0.17,-0.23,-35.29,2019-11-06
1,CVLT,CommVault Systems Inc,TAS,0.28,0.42,50.0,2019-10-29
13,CVLY,Codorus Valley Bancorp Inc,TAS,,,,2019-10-17
11,CVM,CEL-SCI Corp,After Market Close,-0.09,-0.13,-44.44,2019-12-16
48,CVNA,Carvana Co,After Market Close,-0.4,-0.56,-40.0,2019-11-06
49,CVNA,Carvana Co,TAS,-0.4,-0.56,-40.0,2019-11-06
38,CVR,Chicago Rivet & Machine Co,After Market Close,,,,2019-11-08
44,CVS,CVS Health Corp,TAS,1.77,1.84,3.95,2019-11-06
41,CVSI,CV Sciences Inc,Time Not Supplied,0.01,-0.02,-300.0,2019-11-05
87,CVTI,Covenant Transportation Group Inc,After Market Close,0.03,-0.08,-366.67,2019-10-22
63,CVU,CPI Aerostructures Inc,Before Market Open,0.18,0.14,-22.22,2019-11-06
2,CVV,CVD Equipment Corp,After Market Close,,,,2019-11-12
54,CVX,Chevron Corp,TAS,1.45,1.55,6.9,2019-11-01
92,CW,Curtiss-Wright Corp,TAS,1.83,1.95,6.56,2019-10-30
22,CWBC,Community West Bancshares,Time Not Supplied,,,,2019-10-25
25,CWBR,CohBar Inc,After Market Close,,,,2019-11-06
30,CWCO,Consolidated Water Co Ltd,After Market Close,0.15,0.11,-26.67,2019-11-12
43,CWEN,Clearway Energy Inc,TAS,,,,2019-11-06
89,CWH,Camping World Holdings Inc,Before Market Open,0.35,0.14,-60.0,2019-11-07
54,CWK,Cushman & Wakefield PLC,After Market Close,0.45,0.37,-17.78,2019-11-05
85,CWST,Casella Waste Systems Inc,TAS,0.32,0.37,15.62,2019-10-31
27,CWT,California Water Service Group,TAS,0.79,0.88,11.39,2019-10-31
63,CXDC,China XD Plastics Company Ltd,Before Market Open,,,,2019-11-14
8,CXDO,Crexendo Inc,TAS,,,,2019-11-05
14,CXDO,Crexendo Inc,Time Not Supplied,,,,2019-11-05
7,CXKJ,CX Network Group Inc,Time Not Supplied,,,,2019-12-17
17,CXO,Concho Resources Inc,TAS,0.69,0.61,-11.59,2019-10-29
25,CXP,Columbia Property Trust Inc,TAS,0.03,-0.17,-666.67,2019-10-24
58,CXW,CoreCivic Inc,TAS,,,,2019-11-06
13,CY,Cypress Semiconductor Corp,TAS,0.3,0.3,,2019-10-24
70,CYAN,Cyanotech Corp,Before Market Open,,,,2019-11-14
36,CYBE,CyberOptics Corp,After Market Close,-0.04,-0.05,-25.0,2019-10-23
37,CYBE,CyberOptics Corp,TAS,-0.04,-0.05,-25.0,2019-10-23
40,CYBR,Cyberark Software Ltd,TAS,0.47,0.65,38.3,2019-11-06
47,CYCCP,Cyclacel Pharmaceuticals Inc,After Market Close,,,,2019-11-13
39,CYD,China Yuchai International Ltd,Before Market Open,0.45,0.17,-62.22,2019-11-13
82,CYH,Community Health Systems Inc,TAS,-0.59,-0.29,50.85,2019-10-29
28,CYIG,Spring Pharmaceutical Group Inc,Time Not Supplied,,,,2019-11-14
60,CYOU,Changyou.Com Ltd,TAS,0.47,0.59,25.53,2019-11-04
57,CYRN,Cyren Ltd,TAS,-0.07,-0.06,14.29,2019-11-13
22,CYRX,CryoPort Inc,Time Not Supplied,-0.07,-0.35,-400.0,2019-11-07
6,CYTK,Cytokinetics Inc,TAS,-0.49,-0.5,-2.04,2019-10-31
96,CZFS,Citizens Financial Services Inc,Time Not Supplied,1.39,1.48,6.47,2019-10-23
53,CZNC,Citizens & Northern Corp,Time Not Supplied,0.44,0.4,-9.09,2019-10-17
66,CZR,Caesars Entertainment Corp,TAS,-0.04,-0.53,-1225.0,2019-11-05
42,CZWI,Citizens Community Bancorp Inc,After Market Close,0.28,0.3,7.14,2019-10-28
57,D,Dominion Energy Inc,TAS,1.14,1.18,3.51,2019-11-01
94,DAC,Danaos Corp,TAS,2.14,2.46,14.95,2019-11-04
13,DAIO,Data I/O Corp,After Market Close,-0.03,-0.1,-233.33,2019-10-31
3,DAKT,Daktronics Inc,TAS,0.18,0.16,-11.11,2019-11-27
1,DAL,Delta Air Lines Inc,TAS,2.26,2.32,2.65,2019-10-10
11,DAN,Dana Inc,TAS,0.73,0.74,1.37,2019-10-30
33,DAO,Youdao Inc,After Market Close,,,,2019-11-20
21,DAR,Darling Ingredients Inc,TAS,0.17,0.15,-11.76,2019-11-06
44,DARE,Dare Bioscience Inc,TAS,-0.21,-0.2,4.76,2019-11-14
18,DAVA,Endava PLC,TAS,21.21,24.0,13.15,2019-11-19
47,DBD,Diebold Nixdorf Inc,TAS,0.24,-0.06,-125.0,2019-10-29
10,DBI,Designer Brands Inc,TAS,0.74,0.67,-9.46,2019-12-10
57,DBX,Dropbox Inc,After Market Close,0.11,0.13,18.18,2019-11-07
39,DCAR,Dropcar Inc,After Market Close,,,,2019-11-12
99,DCAR,Dropcar Inc,TAS,,,,2019-11-14
2,DCI,Donaldson Company Inc,TAS,0.54,0.51,-5.56,2019-12-03
37,DCIX,Performance Shipping Inc,Before Market Open,,,,2019-11-26
15,DCO,Ducommun Inc,TAS,0.62,0.7,12.9,2019-10-30
67,DCOM,Dime Community Bancshares Inc,After Market Close,0.36,0.13,-63.89,2019-10-24
20,DCP,DCP Midstream LP,TAS,0.22,-1.59,-822.73,2019-11-06
9,DCPH,Deciphera Pharmaceuticals Inc,After Market Close,-1.14,-1.28,-12.28,2019-11-04
93,DCTH,Delcath Systems Inc,After Market Close,,,,2019-11-14
62,DD,DuPont de Nemours Inc,TAS,0.95,0.96,1.05,2019-10-31
0,DDD,3D Systems Corp,TAS,-0.05,-0.04,20.0,2019-10-30
36,DDOG,Datadog Inc,Time Not Supplied,-0.14,,100.0,2019-11-12
98,DDS,Dillard's Inc,TAS,-0.25,0.12,148.0,2019-11-14
1,DE,Deere & Co,TAS,2.13,2.14,0.47,2019-11-27
36,DEA,Easterly Government Properties Inc,Before Market Open,-0.02,0.01,150.0,2019-11-06
21,DECK,Deckers Outdoor Corp,TAS,2.33,2.71,16.31,2019-10-24
87,DEI,Douglas Emmett Inc,TAS,0.16,0.13,-18.75,2019-11-05
21,DELL,Dell Technologies Inc,TAS,1.62,1.75,8.02,2019-11-26
23,DENN,Denny's Corp,TAS,0.16,0.18,12.5,2019-10-29
80,DERM,Dermira Inc,Before Market Open,-1.3,-1.06,18.46,2019-11-05
81,DERM,Dermira Inc,TAS,-1.3,-1.06,18.46,2019-11-05
8,DESP,Despegar.com Corp,Before Market Open,-0.08,-0.05,37.5,2019-11-07
84,DFIN,Donnelley Financial Solutions Inc,Time Not Supplied,0.23,0.13,-43.48,2019-11-05
82,DFODQ,Dean Foods Co,Before Market Open,-0.19,-0.92,-384.21,2019-11-12
94,DFS,Discover Financial Services,TAS,2.28,2.36,3.51,2019-10-22
18,DG,Dollar General Corp,TAS,1.38,1.42,2.9,2019-12-05
10,DGICA,Donegal Group Inc,TAS,0.15,0.2,33.33,2019-10-30
12,DGICB,Donegal Group Inc,TAS,,,,2019-10-30
1,DGII,Digi International Inc,TAS,0.06,0.08,33.33,2019-11-14
2,DGII,Digi International Inc,TAS,0.06,0.08,33.33,2019-11-14
19,DGLY,Digital Ally Inc,Before Market Open,,,,2019-11-14
95,DGSE,DGSE Companies Inc,Before Market Open,,,,2019-11-12
91,DGX,Quest Diagnostics Inc,TAS,1.71,1.76,2.92,2019-10-22
65,DHCNL,Diversified Healthcare Trust,TAS,,,,2019-11-07
38,DHI,D.R. Horton Inc,TAS,1.25,1.35,8.0,2019-11-12
45,DHIL,Diamond Hill Investment Group Inc,TAS,,,,2019-10-29
50,DHR,Danaher Corp,TAS,1.15,1.06,-7.83,2019-10-24
39,DHT,DHT Holdings Inc,After Market Close,-0.07,-0.06,14.29,2019-10-23
63,DHX,DHI Group Inc,TAS,0.05,0.08,60.0,2019-11-07
53,DIN,Dine Brands Global Inc,TAS,1.53,1.55,1.31,2019-10-30
10,DIOD,Diodes Inc,TAS,0.77,0.81,5.19,2019-11-04
0,DIS,TWDC Enterprises 18 Corp,Time Not Supplied,0.95,1.07,12.63,2019-11-06
42,DIS,Walt Disney Co,TAS,0.95,1.07,12.63,2019-11-07
24,DISCA,Discovery Inc,TAS,,,,2019-11-06
56,DISCK,Discovery Inc,TAS,0.82,0.87,6.1,2019-11-07
69,DISH,DISH Network Corp,Before Market Open,0.61,0.66,8.2,2019-11-07
28,DISHR,DISH Network Corp,Before Market Open,,,,2019-11-07
6,DIT,AMCON Distributing Co,After Market Close,,,,2019-11-08
11,DJCO,Daily Journal Corp,TAS,,,,2019-12-12
12,DK,Delek US Holdings Inc,TAS,0.68,0.78,14.71,2019-11-04
14,DKL,Delek Logistics Partners LP,TAS,0.79,0.89,12.66,2019-11-04
23,DKS,Dick's Sporting Goods Inc,TAS,0.38,0.52,36.84,2019-11-26
5,DL,China Distance Education Holdings Ltd,After Market Close,0.33,0.55,66.67,2019-11-19
8,DLA,Delta Apparel Inc,TAS,0.48,0.5,4.17,2019-11-21
9,DLA,Delta Apparel Inc,After Market Close,0.48,0.5,4.17,2019-11-21
96,DLB,Dolby Laboratories Inc,TAS,0.48,0.43,-10.42,2019-11-14
15,DLHC,DLH Holdings Corp,After Market Close,0.14,0.12,-14.29,2019-12-11
25,DLNG,Dynagas LNG Partners LP,TAS,0.05,,-100.0,2019-11-21
55,DLPH,Delphi Technologies PLC,TAS,0.56,0.56,,2019-10-31
56,DLPH,Delphi Technologies PLC,Before Market Open,0.56,0.56,,2019-10-31
0,DLPN,Dolphin Entertainment Inc,TAS,-0.06,-0.02,66.67,2019-11-14
46,DLR,Digital Realty Trust Inc,TAS,0.29,0.24,-17.24,2019-10-29
27,DLTH,Duluth Holdings Inc,Before Market Open,-0.04,0.01,125.0,2019-12-05
24,DLTR,Dollar Tree Inc,TAS,1.13,1.08,-4.42,2019-11-26
45,DLX,Deluxe Corp,TAS,1.59,1.71,7.55,2019-10-24
66,DMAC,DiaMedica Therapeutics Inc,After Market Close,,,,2019-11-13
57,DMLP,Dorchester Minerals LP,After Market Close,,,,2019-10-31
92,DMPI,DelMar Pharmaceuticals Inc,TAS,-0.61,-0.89,-45.9,2019-11-14
38,DMRC,Digimarc Corp,After Market Close,-0.72,-0.65,9.72,2019-10-30
11,DNBF,DNB Financial Corp,TAS,0.71,0.66,-7.04,2019-10-23
48,DNKN,Dunkin' Brands Group Inc,TAS,0.81,0.9,11.11,2019-10-31
26,DNLI,Denali Therapeutics Inc,After Market Close,-0.56,-0.48,14.29,2019-11-06
64,DNR,Denbury Resources Inc,TAS,0.07,0.08,14.29,2019-11-07
84,DO,Diamond Offshore Drilling Inc,Before Market Open,-0.69,-0.67,2.9,2019-10-28
28,DOCU,DocuSign Inc,After Market Close,0.03,0.11,266.67,2019-12-05
20,DOGZ,Dogness International Corp,After Market Close,,,,2019-10-31
25,DOMO,Domo Inc,TAS,-1.01,-0.85,15.84,2019-12-05
26,DOMO,Domo Inc,After Market Close,-1.01,-0.85,15.84,2019-12-05
86,DOOR,Masonite International Corp,TAS,0.98,1.08,10.2,2019-11-04
83,DORM,Dorman Products Inc,TAS,0.85,0.67,-21.18,2019-10-28
47,DOV,Dover Corp,TAS,1.51,1.6,5.96,2019-10-17
52,DOW,Dow Inc,TAS,0.73,0.91,24.66,2019-10-24
53,DOW,Dow Inc,Before Market Open,0.73,0.91,24.66,2019-10-24
5,DOX,Amdocs Ltd,TAS,1.08,1.08,,2019-11-11
2,DOYU,Douyu International Holdings Ltd,Before Market Open,0.2,0.26,30.0,2019-11-27
85,DPDW,Deep Down Inc,After Market Close,,,,2019-11-05
40,DPLO,Diplomat Pharmacy Inc,TAS,-0.18,-2.35,-1205.56,2019-11-12
22,DPW,DPW Holdings Inc,Before Market Open,,,,2019-11-20
8,DPZ,Domino's Pizza Inc,TAS,2.07,2.05,-0.97,2019-10-08
4,DQ,Daqo New Energy Corp,TAS,0.43,0.67,55.81,2019-11-12
89,DRADP,Digirad Corp,Before Market Open,,,,2019-11-14
0,DRE,Duke Realty Corp,TAS,0.14,0.62,342.86,2019-10-30
27,DRH,DiamondRock Hospitality Co,TAS,0.11,0.07,-36.36,2019-11-08
10,DRI,Darden Restaurants Inc,TAS,1.07,1.12,4.67,2019-12-19
72,DRIO,DarioHealth Corp,Before Market Open,-1.8,-1.2,33.33,2019-10-28
62,DRNA,Dicerna Pharmaceuticals Inc,TAS,-0.28,-0.45,-60.71,2019-11-07
51,DRQ,Dril-Quip Inc,TAS,0.13,-0.07,-153.85,2019-10-24
67,DRRX,DURECT Corp,After Market Close,0.02,-0.01,-150.0,2019-11-04
24,DRVD,Driven Deliveries Inc,Time Not Supplied,,,,2019-11-18
49,DS,Drive Shack Inc,TAS,-0.14,-0.2,-42.86,2019-11-11
41,DSKE,Daseke Inc,Before Market Open,-0.16,-4.25,-2556.25,2019-11-12
3,DSL,DoubleLine Income Solutions Fund,Time Not Supplied,,,,2019-12-03
79,DSPG,DSP Group Inc,Before Market Open,0.07,0.1,42.86,2019-11-05
97,DSS,Document Security Systems Inc,TAS,-0.02,-0.05,-150.0,2019-11-14
