,Symbol,Company,Earnings Call Time,EPS Estimate,Reported EPS,Surprise(%),Earnings Date
18,ADMS,Adamas Pharmaceuticals Inc,After Market Close,-0.89,-0.99,-11.24,2019-11-07
5,ADNT,Adient PLC,TAS,0.26,0.63,142.31,2019-11-07
4,ADOM,Adomani Inc,Time Not Supplied,-0.02,-0.02,,2019-10-23
26,ADP,Automatic Data Processing Inc,TAS,1.33,1.34,0.75,2019-10-30
30,ADPT,Adaptive Biotechnologies Corp,TAS,-0.24,-0.11,54.17,2019-11-12
11,ADRO,Aduro Biotech Inc,After Market Close,-0.23,-0.26,-13.04,2019-11-07
17,ADS,Alliance Data Systems Corp,TAS,5.21,5.05,-3.07,2019-10-24
4,ADSK,Autodesk Inc,TAS,0.72,0.78,8.33,2019-11-26
35,ADSW,Advanced Disposal Services Inc,TAS,0.14,0.19,35.71,2019-10-29
8,ADT,ADT Inc,After Market Close,0.2,0.27,35.0,2019-11-12
33,ADTN,ADTRAN Inc,TAS,-0.06,-0.06,,2019-10-30
0,ADTR,Alliance Media Holdings Inc,Before Market Open,,,,2019-11-01
1,ADUS,Addus Homecare Corp,After Market Close,0.58,0.62,6.9,2019-11-04
26,ADVM,Adverum Biotechnologies Inc,TAS,-0.26,-0.25,3.85,2019-11-07
5,ADX,Adams Diversified Equity Fund Inc,After Market Close,,,,2019-10-17
3,ADXS,Advaxis Inc,TAS,-0.31,-0.15,51.61,2019-12-20
17,ADYX,Adynxx Inc,Before Market Open,,,,2019-11-14
1,AE,Adams Resources & Energy Inc,After Market Close,,,,2019-11-06
1,AEE,Ameren Corp,TAS,1.45,1.47,1.38,2019-11-08
8,AEGG,American Energy Group Ltd,Time Not Supplied,,,,2019-10-23
5,AEGG,American Energy Group Ltd,Time Not Supplied,,,,2019-11-18
12,AEGN,Aegion Corp,TAS,0.4,0.4,,2019-10-30
1,AEHR,AEHR Test Systems,TAS,-0.02,-0.01,50.0,2019-10-03
19,AEIS,Advanced Energy Industries Inc,TAS,0.37,0.54,45.95,2019-11-12
33,AEL,American Equity Investment Life Holding Co,TAS,0.99,2.54,156.57,2019-11-06
1,AEMD,Aethlon Medical Inc,TAS,-1.1,-1.29,-17.27,2019-11-01
2,AEO,American Eagle Outfitters Inc,TAS,0.48,0.48,,2019-12-11
13,AEP,American Electric Power Company Inc,TAS,1.32,1.46,10.61,2019-10-24
3,AER,AerCap Holdings NV,TAS,1.89,2.01,6.35,2019-11-08
16,AERG,Applied Energetics Inc,Time Not Supplied,,,,2019-11-12
22,AERI,Aerie Pharmaceuticals Inc,After Market Close,-0.8,-0.86,-7.5,2019-11-06
3,AERO,AeroGrow International Inc,Time Not Supplied,,,,2019-11-11
9,AES,AES Corp,TAS,0.41,0.48,17.07,2019-11-06
0,AEY,ADDvantage Technologies Group Inc,TAS,,,,2019-12-17
8,AEYE,AudioEye Inc,TAS,-0.26,-0.27,-3.85,2019-11-13
10,AFG,American Financial Group Inc,TAS,2.02,2.25,11.39,2019-10-29
32,AFI,Armstrong Flooring Inc,TAS,0.26,-0.51,-296.15,2019-11-05
23,AFINP,American Finance Trust Inc,TAS,,,,2019-11-06
5,AFL,Aflac Inc,TAS,1.07,1.16,8.41,2019-10-24
0,AFMD,Affimed NV,TAS,-0.17,-0.19,-11.76,2019-11-19
6,AFOM,All for One Media Corp,Time Not Supplied,,,,2019-11-18
0,AFYA,Afya Ltd,TAS,0.59,0.78,32.2,2019-12-02
1,AFYA,Afya Ltd,Before Market Open,0.59,0.78,32.2,2019-12-02
34,AGCO,AGCO Corp,TAS,0.78,0.82,5.13,2019-10-29
22,AGEN,Agenus Inc,Before Market Open,-0.38,-0.33,13.16,2019-11-04
59,AGFS,AgroFresh Solutions Inc,Before Market Open,0.21,0.06,-71.43,2019-11-07
0,AGHC,Aeon Global Health Corp,Time Not Supplied,-0.05,,,2019-10-08
7,AGIO,Agios Pharmaceuticals Inc,TAS,-1.8,-1.81,-0.56,2019-10-31
48,AGLE,Aeglea Bio Therapeutics Inc,Before Market Open,-0.54,-0.66,-22.22,2019-11-06
37,AGM,Federal Agricultural Mortgage Corp,TAS,2.2,2.17,-1.36,2019-11-06
6,AGN,Allergan plc,TAS,4.22,4.25,0.71,2019-11-05
11,AGNCN,AGNC Investment Corp,After Market Close,,,,2019-10-30
34,AGNCO,AGNC Investment Corp,TAS,0.49,,,2019-10-30
2,AGNCP,AGNC Investment Corp,TAS,,,,2019-10-30
33,AGO,Assured Guaranty Ltd,TAS,0.76,0.79,3.95,2019-11-07
11,AGR,Avangrid Inc,TAS,0.52,0.4,-23.08,2019-10-29
3,AGRO,Adecoagro SA,TAS,-0.01,0.26,2700.0,2019-11-13
2,AGRX,Agile Therapeutics Inc,Before Market Open,-0.08,-0.08,,2019-10-28
23,AGTC,Applied Genetic Technologies Corp,After Market Close,-0.6,-0.64,-6.67,2019-11-12
24,AGTC,Applied Genetic Technologies Corp,TAS,-0.6,-0.64,-6.67,2019-11-12
2,AGX,Argan Inc,TAS,-0.05,-0.44,-780.0,2019-12-10
16,AGYS,Agilysys Inc,TAS,-0.04,-0.05,-25.0,2019-10-24
49,AHC,A. H. Belo Corp,TAS,,,,2019-11-06
61,AHC,A. H. Belo Corp,Before Market Open,,,,2019-11-06
14,AHH,Armada Hoffler Properties Inc,TAS,0.11,0.08,-27.27,2019-10-31
24,AHIX,ALUF Holdings Inc,Time Not Supplied,,,,2019-11-04
29,AHT,Ashford Hospitality Trust Inc,TAS,-0.5,-0.42,16.0,2019-10-29
1,AI,Arlington Asset Investment Corp,Time Not Supplied,,,,2019-10-21
5,AIG,American International Group Inc,TAS,1.0,0.56,-44.0,2019-11-01
0,AIM,AIM ImmunoTech Inc,After Market Close,-0.97,-1.13,-16.49,2019-10-07
20,AIMC,Altra Industrial Motion Corp,TAS,0.66,0.69,4.55,2019-10-24
44,AIMT,Aimmune Therapeutics Inc,TAS,-1.03,-1.03,,2019-11-06
45,AIMT,Aimmune Therapeutics Inc,After Market Close,-1.03,-1.03,,2019-11-06
16,AIN,Albany International Corp,TAS,0.79,1.17,48.1,2019-10-29
21,AINC,Ashford Inc,After Market Close,1.33,1.58,18.8,2019-10-30
25,AINC,Ashford Inc,TAS,1.33,1.58,18.8,2019-10-31
1,AINV,Apollo Investment Corp,TAS,0.42,0.53,26.19,2019-11-05
0,AIR,AAR Corp,TAS,0.6,0.64,6.67,2019-12-19
40,AIRG,Airgain Inc,After Market Close,,0.05,,2019-11-07
41,AIRG,Airgain Inc,TAS,,0.05,,2019-11-07
2,AIRI,Air Industries Group,After Market Close,-0.03,,100.0,2019-11-06
12,AIRTP,Air T Inc,Time Not Supplied,,,,2019-11-12
40,AIT,Applied Industrial Technologies Inc,TAS,0.99,1.02,3.03,2019-10-30
24,AIV,Apartment Investment and Management Co,TAS,0.07,0.01,-85.71,2019-10-31
35,AIW,Arlington Asset Investment Corp,TAS,,,,2019-11-07
14,AIZ,Assurant Inc,Time Not Supplied,,,,2019-11-04
50,AIZP,Assurant Inc,TAS,,,,2019-11-05
24,AJG,Arthur J Gallagher & Co,TAS,0.79,0.8,1.27,2019-10-24
35,AJX,Great Ajax Corp,TAS,0.37,0.36,-2.7,2019-11-05
7,AKAM,Akamai Technologies Inc,TAS,1.0,1.1,10.0,2019-10-28
6,AKBA,Akebia Therapeutics Inc,TAS,-0.43,-0.46,-6.98,2019-11-12
9,AKCA,Akcea Therapeutics Inc,Time Not Supplied,-0.47,-0.34,27.66,2019-11-05
10,AKCA,Akcea Therapeutics Inc,TAS,-0.47,-0.34,27.66,2019-11-05
24,AKER,Akers Biosciences Inc,Time Not Supplied,,,,2019-11-14
13,AKR,Acadia Realty Trust,TAS,0.09,0.12,33.33,2019-10-23
33,AKRX,Akorn Inc,Before Market Open,-0.04,0.02,150.0,2019-10-31
18,AKS,AK Steel Holding Corp,TAS,0.04,0.01,-75.0,2019-10-30
13,AL,Air Lease Corp,TAS,1.3,1.34,3.08,2019-11-07
36,ALB,Albemarle Corp,TAS,1.56,1.53,-1.92,2019-11-06
29,ALBO,Albireo Pharma Inc,TAS,-1.56,-1.73,-10.9,2019-11-06
30,ALBO,Albireo Pharma Inc,Before Market Open,-1.56,-1.73,-10.9,2019-11-06
5,ALCO,Alico Inc,TAS,,,,2019-12-05
27,ALDX,Aldeyra Therapeutics Inc,Before Market Open,-0.55,-0.69,-25.45,2019-11-07
28,ALDX,Aldeyra Therapeutics Inc,TAS,-0.55,-0.69,-25.45,2019-11-07
55,ALE,ALLETE Inc,TAS,0.63,0.6,-4.76,2019-11-06
9,ALEC,Alector Inc,After Market Close,-0.41,-0.47,-14.63,2019-11-12
15,ALEX,Alexander & Baldwin Inc,TAS,0.12,-0.69,-675.0,2019-10-30
42,ALG,Alamo Group Inc,After Market Close,1.87,1.54,-17.65,2019-10-30
18,ALGN,Align Technology Inc,TAS,1.14,1.28,12.28,2019-10-23
14,ALGT,Allegiant Travel Co,TAS,2.18,2.7,23.85,2019-10-24
25,ALIM,Alimera Sciences Inc,TAS,-0.6,-0.6,,2019-10-29
3,ALK,Alaska Air Group Inc,TAS,2.52,2.63,4.37,2019-10-24
1,ALKS,Alkermes Plc,TAS,-0.21,-0.04,80.95,2019-10-23
17,ALL,Allstate Corp,TAS,2.64,2.84,7.58,2019-10-29
8,ALLE,Allegion PLC,TAS,1.32,1.47,11.36,2019-10-24
40,ALLO,Allogene Therapeutics Inc,TAS,-0.54,-0.5,7.41,2019-11-05
42,ALLO,Allogene Therapeutics Inc,Before Market Open,-0.54,-0.5,7.41,2019-11-05
43,ALLT,Allot Ltd,Before Market Open,-0.05,-0.05,,2019-11-05
2,ALLY,Ally Financial Inc,TAS,0.98,1.01,3.06,2019-10-16
7,ALNA,Allena Pharmaceuticals Inc,Before Market Open,-0.49,-0.57,-16.33,2019-11-13
45,ALNY,Alnylam Pharmaceuticals Inc,TAS,-2.04,-1.92,5.88,2019-10-31
0,ALOT,AstroNova Inc,Before Market Open,0.17,0.06,-64.71,2019-12-04
4,ALPN,Alpine Immune Sciences Inc,TAS,-0.68,-0.62,8.82,2019-11-13
5,ALPN,Alpine Immune Sciences Inc,Time Not Supplied,-0.68,-0.62,8.82,2019-11-13
20,ALRM,Alarm.com Holdings Inc,After Market Close,0.33,0.37,12.12,2019-11-05
37,ALRN,Aileron Therapeutics Inc,Before Market Open,-0.24,-0.28,-16.67,2019-11-07
38,ALRN,Aileron Therapeutics Inc,TAS,-0.24,-0.28,-16.67,2019-11-07
22,ALRS,Alerus Financial Corp,After Market Close,0.48,0.48,,2019-10-24
11,ALSK,Alaska Communications Systems Group Inc,TAS,,,,2019-11-06
8,ALSN,Allison Transmission Holdings Inc,TAS,1.12,1.23,9.82,2019-10-30
17,ALT,Altimmune Inc,TAS,-0.19,-0.73,-284.21,2019-11-13
24,ALTM,Altus Midstream Co,After Market Close,-0.03,0.11,466.67,2019-10-30
3,ALV,Autoliv Inc,TAS,1.42,1.3,-8.45,2019-10-25
8,ALX,Alexander's Inc,TAS,,,,2019-10-28
19,ALXN,Alexion Pharmaceuticals Inc,TAS,2.47,2.79,12.96,2019-10-23
2,ALYE,Aly Energy Services Inc,Time Not Supplied,,,,2019-11-11
27,AM,Antero Midstream Corp,After Market Close,0.21,-0.57,-371.43,2019-10-29
28,AM,Antero Midstream Partners LP,After Market Close,0.21,-0.57,-371.43,2019-10-29
7,AMAG,AMAG Pharmaceuticals Inc,TAS,-0.66,-0.42,36.36,2019-11-01
5,AMAL,Amalgamated Bank,TAS,0.37,0.41,10.81,2019-10-28
4,AMAT,Applied Materials Inc,TAS,0.76,0.8,5.26,2019-11-14
1,AMBA,Ambarella Inc,TAS,0.2,0.32,60.0,2019-11-25
39,AMBC,Ambac Financial Group Inc,TAS,0.59,1.63,176.27,2019-11-06
14,AMBZ,American Business Bank,Time Not Supplied,,,,2019-10-30
22,AMC,AMC Entertainment Holdings Inc,TAS,-0.42,-0.53,-26.19,2019-11-07
22,AMCI,AMCI Acquisition Corp,After Market Close,,,,2019-11-12
32,AMCR,Amcor PLC,Time Not Supplied,0.15,0.13,-13.33,2019-11-07
40,AMCX,AMC Networks Inc,TAS,1.66,2.33,40.36,2019-10-31
21,AMD,Advanced Micro Devices Inc,TAS,0.18,0.18,,2019-10-29
17,AME,Ametek Inc,TAS,1.01,1.06,4.95,2019-10-31
18,AMED,Amedisys Inc,TAS,0.89,1.15,29.21,2019-10-29
46,AMEH,Apollo Medical Holdings Inc,After Market Close,0.14,0.1,-28.57,2019-11-07
12,AMG,Affiliated Managers Group Inc,TAS,3.14,3.16,0.64,2019-10-28
30,AMGN,Amgen Inc,TAS,3.53,3.66,3.68,2019-10-29
14,AMGP,Antero Midstream GP LP,After Market Close,,,,2019-10-29
3,AMH,American Homes 4 Rent,TAS,0.04,0.08,100.0,2019-11-07
12,AMK,AssetMark Financial Holdings Inc,After Market Close,0.25,0.25,,2019-11-05
0,AMKR,Amkor Technology Inc,TAS,0.08,0.23,187.5,2019-10-28
13,AMN,AMN Healthcare Services Inc,TAS,0.71,0.81,14.08,2019-10-31
6,AMNB,American National Bankshares Inc,TAS,0.76,0.78,2.63,2019-10-17
4,AMNF,Armanino Foods Of Distinction Inc,Time Not Supplied,,,,2019-10-15
34,AMOT,Allied Motion Technologies Inc,After Market Close,0.4,0.49,22.5,2019-10-31
5,AMP,Ameriprise Financial Inc,TAS,4.09,4.12,0.73,2019-10-23
29,AMPE,Ampio Pharmaceuticals Inc,TAS,-0.04,-0.05,-25.0,2019-11-07
5,AMPG,Amplitech Group Inc,Time Not Supplied,,,,2019-11-12
8,AMPH,Amphastar Pharmaceuticals Inc,After Market Close,0.07,0.1,42.86,2019-11-07
46,AMPY,Amplify Energy Corp,Before Market Open,0.78,0.15,-80.77,2019-11-06
60,AMPY,Amplify Energy Corp,After Market Close,0.78,0.15,-80.77,2019-11-06
4,AMRB,American River Bankshares,TAS,0.24,0.27,12.5,2019-10-17
7,AMRB,American River Bankshares,Before Market Open,0.24,0.27,12.5,2019-10-17
17,AMRC,Ameresco Inc,Before Market Open,0.26,0.18,-30.77,2019-11-05
45,AMRK,A-Mark Precious Metals Inc,After Market Close,0.16,0.02,-87.5,2019-11-07
48,AMRK,A-Mark Precious Metals Inc,TAS,0.16,0.02,-87.5,2019-11-07
15,AMRN,Amarin Corporation PLC,Before Market Open,-0.04,-0.01,75.0,2019-11-05
0,AMRS,Amyris Inc,After Market Close,-0.53,-0.51,3.77,2019-10-02
1,AMRS,Amyris Inc,After Market Close,-0.53,-0.51,3.77,2019-10-02
34,AMRS,Amyris Inc,TAS,-0.53,-0.51,3.77,2019-11-07
21,AMRX,Amneal Pharmaceuticals Inc,TAS,0.14,0.04,-71.43,2019-11-06
26,AMRX,Amneal Pharmaceuticals Inc,Before Market Open,0.14,0.04,-71.43,2019-11-06
4,AMS,American Shared Hospital Services,Time Not Supplied,,,,2019-11-07
16,AMSC,American Superconductor Corp,TAS,-0.32,-0.07,78.13,2019-11-05
20,AMSF,Amerisafe Inc,TAS,0.8,1.09,36.25,2019-10-31
0,AMSWA,American Software Inc,TAS,0.05,0.05,,2019-11-21
1,AMSWA,American Software Inc,After Market Close,0.05,0.05,,2019-11-21
31,AMT,American Tower Corp,TAS,0.95,1.12,17.89,2019-10-31
26,AMTBB,Amerant Bancorp Inc,Time Not Supplied,,,,2019-10-29
33,AMTBB,Amerant Bancorp Inc,TAS,,,,2019-10-29
3,AMTD,TD Ameritrade Holding Corp,TAS,0.98,1.05,7.14,2019-10-21
11,AMTX,Aemetis Inc,Before Market Open,-0.29,-0.31,-6.9,2019-11-14
1,AMWD,American Woodmark Corp,TAS,1.71,1.84,7.6,2019-11-26
7,AMZN,Amazon.com Inc,TAS,4.62,4.23,-8.44,2019-10-24
6,AN,AutoNation Inc,TAS,1.05,1.1,4.76,2019-10-29
7,ANAB,AnaptysBio Inc,Before Market Open,-1.15,-1.15,,2019-11-08
6,ANAT,American National Insurance Co,TAS,,,,2019-11-04
47,ANDE,Andersons Inc,TAS,-0.14,-0.07,50.0,2019-11-05
26,ANET,Arista Networks Inc,TAS,2.41,2.69,11.62,2019-10-31
2,ANF,Abercrombie & Fitch Co,TAS,0.24,0.23,-4.17,2019-11-26
57,ANGI,ANGI Homeservices Inc,TAS,0.02,0.04,100.0,2019-11-06
2,ANGO,AngioDynamics Inc,TAS,0.04,0.08,100.0,2019-10-03
11,ANH,Anworth Mortgage Asset Corp,TAS,0.1,0.08,-20.0,2019-11-04
27,ANIK,Anika Therapeutics Inc,TAS,0.39,0.64,64.1,2019-10-24
28,ANIK,Anika Therapeutics Inc,After Market Close,0.39,0.64,64.1,2019-10-24
18,ANIP,ANI Pharmaceuticals Inc,Before Market Open,1.43,1.23,-13.99,2019-11-06
19,ANSS,ANSYS Inc,TAS,1.26,1.42,12.7,2019-11-06
6,ANTM,Anthem Inc,TAS,4.82,4.87,1.04,2019-10-23
3,AOBC,American Outdoor Brands Corp,TAS,0.07,0.09,28.57,2019-12-05
6,AON,Aon PLC,TAS,1.43,1.45,1.4,2019-10-25
3,AOS,A. O. Smith Corp,TAS,0.53,0.53,,2019-10-29
16,AOSL,Alpha and Omega Semiconductor Ltd,TAS,0.25,0.26,4.0,2019-11-04
17,AOSL,Alpha and Omega Semiconductor Ltd,After Market Close,0.25,0.26,4.0,2019-11-04
42,AP,Ampco-Pittsburgh Corp,Before Market Open,-0.26,-0.4,-53.85,2019-11-07
43,AP,Ampco-Pittsburgh Corp,TAS,-0.26,-0.4,-53.85,2019-11-07
16,APA,Apache Corp,TAS,-0.19,-0.29,-52.63,2019-10-30
5,APAM,Artisan Partners Asset Management Inc,TAS,0.7,0.7,,2019-10-29
62,APD,Air Products and Chemicals Inc,TAS,2.29,2.27,-0.87,2019-11-07
3,APDN,Applied DNA Sciences Inc,After Market Close,-1.26,-2.63,-108.73,2019-12-12
10,APEI,American Public Education Inc,TAS,,0.11,,2019-11-12
30,APEN,Apollo Endosurgery Inc,After Market Close,-0.42,-0.4,4.76,2019-10-30
2,APEX,Apex Global Brands Inc,After Market Close,,,,2019-12-20
17,APH,Amphenol Corp,TAS,0.87,0.95,9.2,2019-10-23
34,APHB,AmpliPhi Biosciences Corp,After Market Close,,,,2019-11-06
25,APLE,Apple Hospitality REIT Inc,TAS,0.24,0.21,-12.5,2019-11-04
26,APLS,Apellis Pharmaceuticals Inc,After Market Close,-1.01,-1.1,-8.91,2019-11-05
10,APLT,Applied Therapeutics Inc,Before Market Open,-0.49,-0.63,-28.57,2019-11-13
21,APO,Apollo Global Management Inc,TAS,0.56,0.54,-3.57,2019-10-31
4,APOG,Apogee Enterprises Inc,TAS,0.76,0.57,-25.0,2019-12-19
6,APPF,AppFolio Inc,TAS,0.09,0.14,55.56,2019-10-28
9,APPN,Appian Corp,TAS,-0.15,-0.14,6.67,2019-10-31
10,APPN,Appian Corp,After Market Close,-0.15,-0.14,6.67,2019-10-31
7,APPS,Digital Turbine Inc,After Market Close,0.03,0.05,66.67,2019-11-04
8,APPS,Digital Turbine Inc,TAS,0.03,0.05,66.67,2019-11-04
46,APRN,Blue Apron Holdings Inc,Before Market Open,-1.98,-1.99,-0.51,2019-10-31
2,APT,Alpha Pro Tech Ltd,TAS,,,,2019-11-05
7,APTS,Preferred Apartment Communities Inc,TAS,-0.66,-0.71,-7.58,2019-11-04
13,APTV,Aptiv PLC,TAS,1.26,1.27,0.79,2019-10-30
1,APTX,Aptinyx Inc,TAS,-0.44,-0.44,,2019-11-11
44,APVO,Aptevo Therapeutics Inc,Time Not Supplied,-3.36,-2.24,33.33,2019-11-07
9,APY,Apergy Corp,Time Not Supplied,0.32,0.27,-15.62,2019-10-23
10,APYX,Apyx Medical Corp,TAS,-0.18,-0.13,27.78,2019-11-11
22,AQB,AquaBounty Technologies Inc,After Market Close,-0.17,-0.14,17.65,2019-11-05
7,AQMS,Aqua Metals Inc,After Market Close,-0.12,-0.2,-66.67,2019-11-12
0,AQST,Aquestive Therapeutics Inc,TAS,-0.69,-0.74,-7.25,2019-11-04
24,AQUA,Evoqua Water Technologies Corp,Before Market Open,0.18,0.15,-16.67,2019-11-21
15,AR,Antero Resources Corp,TAS,0.08,0.04,-50.0,2019-10-29
46,ARA,American Renal Associates Holdings Inc,TAS,0.09,0.33,266.67,2019-11-05
19,ARAV,Aravive Inc,TAS,-0.5,-0.54,-8.0,2019-11-07
32,ARAY,Accuray Inc,TAS,-0.09,-0.11,-22.22,2019-10-29
62,ARC,ARC Document Solutions Inc,After Market Close,,,,2019-11-06
69,ARC,ARC Document Solutions Inc,TAS,,,,2019-11-06
2,ARCB,ArcBest Corp,TAS,0.87,1.02,17.24,2019-10-31
6,ARCC,Ares Capital Corp,TAS,0.46,0.48,4.35,2019-10-30
0,ARCE,Arco Platform Ltd,After Market Close,0.1,,-100.0,2019-11-26
5,ARCH,Arch Coal Inc,Before Market Open,3.39,4.31,27.14,2019-10-22
6,ARCH,Arch Coal Inc,TAS,3.39,4.31,27.14,2019-10-22
12,ARCO,Arcos Dorados Holdings Inc,TAS,0.08,0.13,62.5,2019-11-13
16,ARCT,Arcturus Therapeutics Holdings Inc,After Market Close,-0.58,-0.68,-17.24,2019-11-07
