,Symbol,Company,Earnings Call Time,EPS Estimate,Reported EPS,Surprise(%),Earnings Date
15,INNT,Innovate Biopharmaceuticals Inc,TAS,-0.21,-0.03,85.71,2019-03-18
12,INNT,Innovate Biopharmaceuticals Inc,Time Not Supplied,-0.21,-0.03,85.71,2019-03-19
37,INNV,Innovus Pharmaceuticals Inc,After Market Close,,,,2019-03-21
67,INO,Inovio Pharmaceuticals Inc,TAS,-0.28,-0.35,-25.0,2019-03-12
14,INOD,Innodata Inc,TAS,,,,2019-03-14
1,INOV,Inovalon Holdings Inc,TAS,0.09,0.05,-44.44,2019-02-20
31,INPX,Inpixon,TAS,,,,2019-03-26
18,INS,Intelligent Systems Corp,TAS,,,,2019-03-13
48,INSE,Inspired Entertainment Inc,TAS,-0.16,-0.23,-43.75,2019-02-11
55,INSG,Inseego Corp,TAS,,0.02,,2019-03-07
27,INSM,Insmed Inc,TAS,-1.05,-1.19,-13.33,2019-02-22
41,INSP,Inspire Medical Systems Inc,After Market Close,-0.31,-0.22,29.03,2019-02-26
95,INST,Instructure Inc,TAS,-0.15,-0.01,93.33,2019-02-19
88,INSW,International Seaways Inc,TAS,0.14,0.32,128.57,2019-03-12
12,INSYQ,INSYS Therapeutics Inc,TAS,-0.25,-0.37,-48.0,2019-03-07
83,INT,World Fuel Services Corp,TAS,0.45,0.5,11.11,2019-02-21
79,INTC,Intel Corp,After Market Close,1.22,1.28,4.92,2019-01-24
91,INTL,INTL FCStone Inc,TAS,,,,2019-02-06
50,INTT,inTest Corp,TAS,0.18,0.23,27.78,2019-03-07
49,INTU,Intuit Inc,TAS,0.86,1.0,16.28,2019-02-21
4,INTV,Integrated Ventures Inc,Time Not Supplied,,,,2019-01-24
36,INTV,Integrated Ventures Inc,Time Not Supplied,,,,2019-02-14
65,INTZ,Intrusion Inc,TAS,,,,2019-02-11
21,INVA,Innoviva Inc,TAS,0.65,0.6,-7.69,2019-02-06
16,INVE,Identiv Inc,TAS,0.01,-0.01,-200.0,2019-03-07
18,INVH,Invitation Homes Inc,TAS,0.01,0.05,400.0,2019-02-14
64,INWK,InnerWorkings Inc,TAS,0.14,-0.11,-178.57,2019-03-05
58,INXN,Interxion Holding NV,TAS,0.17,0.12,-29.41,2019-03-06
34,IO,ION Geophysical Corp,TAS,0.85,1.07,25.88,2019-02-06
54,IONS,Ionis Pharmaceuticals Inc,TAS,-0.05,2.21,4520.0,2019-02-27
48,IOR,Income Opportunity Realty Investors Inc,Time Not Supplied,,,,2019-03-29
80,IOSP,Innospec Inc,After Market Close,1.37,1.62,18.25,2019-02-19
1,IOTS,Adesto Technologies Corp,TAS,-0.05,-0.04,20.0,2019-02-21
38,IOVA,Iovance Biotherapeutics Inc,After Market Close,-0.27,-0.27,,2019-02-27
82,IP,International Paper Co,TAS,1.59,1.65,3.77,2019-01-31
32,IPAR,Inter Parfums Inc,TAS,0.2,0.26,30.0,2019-03-04
84,IPAS,iPass Inc,Time Not Supplied,,,,2019-02-19
67,IPG,Interpublic Group of Companies Inc,TAS,0.79,0.89,12.66,2019-02-13
41,IPGP,IPG Photonics Corp,TAS,1.41,1.4,-0.71,2019-02-12
56,IPHI,Inphi Corp,TAS,0.42,0.45,7.14,2019-01-29
3,IPHS,Innophos Holdings Inc,TAS,0.51,0.54,5.88,2019-02-20
70,IPI,Intrepid Potash Inc,TAS,0.03,0.06,100.0,2019-03-12
60,IQ,IQIYI Inc,TAS,-0.72,-0.72,,2019-02-21
17,IQV,Iqvia Holdings Inc,TAS,1.47,1.5,2.04,2019-02-14
18,IR,Ingersoll-Rand PLC,TAS,1.29,1.32,2.33,2019-01-30
45,IRBT,iRobot Corp,TAS,0.5,0.88,76.0,2019-02-06
10,IRDM,Iridium Communications Inc,TAS,-0.14,-0.09,35.71,2019-02-28
96,IRET,Investors Real Estate Trust,TAS,-0.06,-0.5,-733.33,2019-02-27
40,IRIX,IRIDEX Corp,After Market Close,-0.24,-0.21,12.5,2019-03-05
43,IRIX,IRIDEX Corp,TAS,-0.24,-0.21,12.5,2019-03-05
44,IRM,Iron Mountain Inc,TAS,0.25,0.25,,2019-02-14
57,IRMD,IRadimed Corp,TAS,0.13,0.16,23.08,2019-02-06
16,IROQ,IF Bancorp Inc,Time Not Supplied,,,,2019-01-25
25,IROQ,IF Bancorp Inc,Time Not Supplied,,,,2019-01-31
48,IRT,Independence Realty Trust Inc,TAS,0.05,0.04,-20.0,2019-02-21
69,IRTC,iRhythm Technologies Inc,TAS,-0.44,-0.61,-38.64,2019-02-12
16,IRWD,Ironwood Pharmaceuticals Inc,TAS,-0.15,-0.02,86.67,2019-02-13
22,ISBA,Isabella Bank Corp,Time Not Supplied,,,,2019-02-13
17,ISBC,Investors Bancorp Inc,TAS,0.18,0.22,22.22,2019-01-30
75,ISDR,Issuer Direct Corp,TAS,0.09,0.1,11.11,2019-02-28
21,ISEE,IVERIC bio Inc,TAS,-0.41,-0.53,-29.27,2019-02-26
30,ISIG,Insignia Systems Inc,After Market Close,,,,2019-03-07
16,ISNS,Image Sensing Systems Inc,TAS,,,,2019-03-14
85,ISR,IsoRay Inc,After Market Close,-0.02,-0.02,,2019-02-12
11,ISRG,Intuitive Surgical Inc,TAS,3.07,2.96,-3.58,2019-01-09
2,ISRG,Intuitive Surgical Inc,TAS,3.07,2.96,-3.58,2019-01-24
7,ISSC,Innovative Solutions and Support Inc,TAS,,-0.02,,2019-02-07
35,ISTR,Investar Holding Corp,Time Not Supplied,0.43,0.45,4.65,2019-01-28
80,IT,Gartner Inc,TAS,1.25,1.2,-4.0,2019-02-05
46,ITCI,Intra-Cellular Therapies Inc,TAS,-0.91,-0.75,17.58,2019-02-27
82,ITGR,Integer Holdings Corp,TAS,0.93,1.04,11.83,2019-02-21
11,ITI,Iteris Inc,TAS,-0.05,-0.07,-40.0,2019-02-06
19,ITIC,Investors Title Co,Before Market Open,,,,2019-02-08
62,ITKG,Integral Technologies Inc,After Market Close,,,,2019-01-22
28,ITP,IT Tech Packaging Inc,After Market Close,,,,2019-03-07
31,ITRI,Itron Inc,TAS,0.68,0.88,29.41,2019-02-27
18,ITRM,Iterum Therapeutics PLC,Time Not Supplied,-2.25,-1.72,23.56,2019-03-25
10,ITRN,Ituran Location and Control Ltd,TAS,0.7,0.74,5.71,2019-03-11
28,ITT,ITT Inc,TAS,0.74,0.82,10.81,2019-02-22
53,ITW,Illinois Tool Works Inc,TAS,1.82,1.83,0.55,2019-02-01
22,IVAC,Intevac Inc,TAS,0.06,0.09,50.0,2019-01-30
51,IVC,Invacare Corp,TAS,-0.38,-0.16,57.89,2019-02-13
45,IVR,Invesco Mortgage Capital Inc,TAS,0.41,0.46,12.2,2019-02-20
15,IVRO,InVitro International,Time Not Supplied,,,,2019-02-18
8,IVZ,Invesco Ltd,TAS,0.53,0.44,-16.98,2019-01-30
49,IZEA,IZEA Worldwide Inc,TAS,-0.07,-0.06,14.29,2019-03-28
17,JACK,Jack in the Box Inc,TAS,1.28,1.35,5.47,2019-02-20
24,JAG,Jagged Peak Energy Inc,TAS,,-0.01,,2019-03-01
43,JAKK,JAKKS Pacific Inc,TAS,-0.52,-0.37,28.85,2019-02-26
60,JASN,Jason Industries Inc,TAS,-0.17,-0.4,-135.29,2019-03-05
6,JAX,J Alexanders Holdings Inc,TAS,0.28,0.39,39.29,2019-03-12
63,JAZZ,Jazz Pharmaceuticals PLC,TAS,3.02,3.64,20.53,2019-02-26
64,JBGS,JBG SMITH Properties,After Market Close,,,,2019-02-26
7,JBHT,J B Hunt Transport Services Inc,TAS,1.48,1.78,20.27,2019-01-17
94,JBL,Jabil Inc,TAS,0.61,0.64,4.92,2019-03-14
9,JBLU,JetBlue Airways Corp,TAS,0.43,0.5,16.28,2019-01-24
31,JBSS,John B Sanfilippo & Son Inc,TAS,1.0,0.98,-2.0,2019-01-31
17,JBT,John Bean Technologies Corp,TAS,1.38,1.65,19.57,2019-02-25
58,JCAP,Jernigan Capital Inc,TAS,0.74,0.87,17.57,2019-02-28
30,JCI,Johnson Controls International PLC,TAS,0.24,0.26,8.33,2019-02-01
60,JCOM,J2 Global Inc,TAS,2.03,2.11,3.94,2019-02-12
99,JCP,J C Penney Company Inc,TAS,0.1,0.18,80.0,2019-02-28
28,JCS,Communications Systems Inc,After Market Close,-0.02,-0.5,-2400.0,2019-03-06
20,JCTCF,Jewett-Cameron Trading Company Ltd,After Market Close,,,,2019-01-18
93,JD,JD.com Inc,Before Market Open,-0.04,0.08,300.0,2019-02-28
80,JEC,Jacobs Engineering Group Inc,TAS,1.05,0.99,-5.71,2019-02-06
13,JEF,Jefferies Financial Group Inc,TAS,0.57,0.56,-1.75,2019-01-10
35,JEF,Jefferies Financial Group Inc,TAS,0.32,0.14,-56.25,2019-03-28
68,JELD,JELD-WEN Holding Inc,TAS,0.35,0.41,17.14,2019-02-19
20,JFBC,Jeffersonville Bancorp,Time Not Supplied,,,,2019-02-12
14,JG,Aurora Mobile Ltd,Time Not Supplied,,-0.05,100.0,2019-02-28
82,JHG,Janus Henderson Group PLC,TAS,0.63,0.59,-6.35,2019-02-05
78,JILL,J.Jill Inc,TAS,0.02,0.05,150.0,2019-03-06
34,JJSF,J & J Snack Foods Corp,TAS,0.88,0.88,,2019-01-28
18,JKHY,Jack Henry & Associates Inc,TAS,0.85,0.88,3.53,2019-02-05
3,JKS,JinkoSolar Holding Co Ltd,Before Market Open,0.63,0.4,-36.51,2019-03-22
11,JLL,Jones Lang LaSalle Inc,Before Market Open,4.84,5.99,23.76,2019-02-05
60,JMBA,Jamba Inc,After Market Close,,,,2019-03-13
94,JMP,JMP Group LLC,TAS,0.11,0.12,9.09,2019-02-13
66,JNCE,Jounce Therapeutics Inc,TAS,-0.36,-0.06,83.33,2019-03-06
66,JNJ,Johnson & Johnson,TAS,1.95,1.97,1.03,2019-01-22
2,JNPR,Juniper Networks Inc,TAS,0.57,0.59,3.51,2019-01-29
11,JOB,GEE Group Inc,TAS,-0.22,-0.32,-45.45,2019-02-14
1,JOBS,51job Inc,After Market Close,0.79,0.98,24.05,2019-02-28
71,JOE,St. Joe Co,TAS,-0.01,,,2019-02-27
56,JOUT,Johnson Outdoors Inc,TAS,0.39,0.35,-10.26,2019-02-04
5,JPM,JPMorgan Chase & Co,TAS,2.2,1.98,-10.0,2019-01-15
23,JRSH,Jerash Holdings (US) Inc,TAS,0.13,0.14,7.69,2019-02-08
22,JRVR,James River Group Holdings Ltd,TAS,0.65,0.56,-13.85,2019-02-22
69,JSDA,Jones Soda Co,TAS,,,,2019-03-07
73,JT,Jianpu Technology Inc,TAS,-0.02,0.03,250.0,2019-02-25
34,JUVF,Juniata Valley Financial Corp,Time Not Supplied,,,,2019-02-01
16,JUVF,Juniata Valley Financial Corp,Time Not Supplied,,,,2019-02-08
57,JVA,Coffee Holding Co Inc,TAS,0.01,0.03,200.0,2019-01-29
16,JVA,Coffee Holding Co Inc,TAS,0.12,0.06,-50.0,2019-03-13
1,JWN,Nordstrom Inc,TAS,1.42,1.48,4.23,2019-02-28
56,JYNT,Joint Corp,TAS,0.03,0.06,100.0,2019-03-07
58,JYNT,Joint Corp,After Market Close,0.03,0.06,100.0,2019-03-07
77,K,Kellogg Co,TAS,0.88,0.91,3.41,2019-02-07
30,KAI,Kadant Inc,TAS,1.35,1.66,22.96,2019-02-14
43,KALA,Kala Pharmaceuticals Inc,TAS,-0.52,-0.76,-46.15,2019-03-11
46,KALA,Kala Pharmaceuticals Inc,Before Market Open,-0.52,-0.76,-46.15,2019-03-11
11,KALU,Kaiser Aluminum Corp,TAS,1.54,1.77,14.94,2019-02-20
6,KALV,Kalvista Pharmaceuticals Inc,TAS,-0.45,-0.23,48.89,2019-03-14
44,KAMN,Kaman Corp,TAS,0.92,1.22,32.61,2019-02-25
18,KANG,iKang Healthcare Group Inc,After Market Close,,,,2019-03-20
12,KAR,KAR Auction Services Inc,TAS,0.59,0.17,-71.19,2019-02-19
19,KBAL,Kimball International Inc,TAS,,,,2019-02-05
10,KBH,KB Home,TAS,0.93,0.96,3.23,2019-01-09
25,KBH,KB Home,TAS,0.26,0.31,19.23,2019-03-26
37,KBR,KBR Inc,TAS,0.38,0.39,2.63,2019-02-26
36,KCAP,Portman Ridge Finance Corp,TAS,0.08,0.05,-37.5,2019-02-26
38,KCLI,Kansas City Life Insurance Co,Time Not Supplied,,,,2019-03-07
19,KDP,Keurig Dr Pepper Inc,TAS,0.3,0.3,,2019-02-28
0,KE,Kimball Electronics Inc,TAS,,,,2019-02-07
54,KEG,Key Energy Services Inc,TAS,-1.2,-1.19,0.83,2019-02-25
9,KELYA,Kelly Services Inc,TAS,0.8,0.87,8.75,2019-02-13
57,KEM,KEMET Corp,TAS,0.94,1.07,13.83,2019-01-31
60,KEQU,Kewaunee Scientific Corp,After Market Close,0.56,-0.01,-101.79,2019-02-26
29,KERX,Keryx Biopharmaceuticals Inc,Before Market Open,,,,2019-02-05
72,KEX,Kirby Corp,TAS,0.68,0.75,10.29,2019-01-31
31,KEY,KeyCorp,TAS,0.47,0.48,2.13,2019-01-17
40,KEYS,Keysight Technologies Inc,TAS,0.8,0.93,16.25,2019-02-21
14,KEYW,KEYW Holding Corp,TAS,-0.02,-0.02,,2019-03-12
30,KFFB,Kentucky First Federal Bancorp,Time Not Supplied,,,,2019-01-31
12,KFRC,Kforce Inc,TAS,0.57,0.65,14.04,2019-02-06
13,KFS,Kingsway Financial Services Inc,Time Not Supplied,,,,2019-02-18
75,KFS,Kingsway Financial Services Inc,Time Not Supplied,,,,2019-03-14
90,KFY,Korn Ferry,TAS,0.81,0.81,,2019-03-07
69,KHC,Kraft Heinz Co,TAS,0.94,0.84,-10.64,2019-02-21
39,KIDS,Orthopediatrics Corp,After Market Close,-0.19,-0.19,,2019-03-06
67,KIDS,Orthopediatrics Corp,TAS,-0.19,-0.19,,2019-03-07
86,KIM,Kimco Realty Corp,TAS,0.15,0.17,13.33,2019-01-31
18,KIN,Kindred Biosciences Inc,Time Not Supplied,-0.44,-0.46,-4.55,2019-03-06
19,KIN,Kindred Biosciences Inc,After Market Close,-0.44,-0.46,-4.55,2019-03-06
53,KINS,Kingstone Companies Inc,TAS,0.28,0.08,-71.43,2019-03-14
36,KIRK,Kirkland's Inc,TAS,0.97,0.95,-2.06,2019-03-15
28,KKR,KKR & Co Inc,TAS,0.49,0.55,12.24,2019-02-01
52,KLAC,KLA Corp,TAS,2.2,2.44,10.91,2019-01-29
10,KLIC,Kulicke and Soffa Industries Inc,TAS,0.2,0.25,25.0,2019-01-31
45,KLXE,KLX Energy Services Holdings Inc,Before Market Open,0.61,0.55,-9.84,2019-03-12
3,KLYG,Kelyniam Global Inc,Before Market Open,,,,2019-03-07
65,KMB,Kimberly-Clark Corp,TAS,1.65,1.6,-3.03,2019-01-23
23,KMI,Kinder Morgan Inc,TAS,0.26,0.25,-3.85,2019-01-16
77,KMPH,KemPharm Inc,TAS,-0.53,-0.2,62.26,2019-02-28
26,KMPR,Kemper Corp,TAS,0.72,0.91,26.39,2019-02-11
57,KMT,Kennametal Inc,TAS,0.68,0.71,4.41,2019-02-04
17,KMX,Carmax Inc,TAS,1.04,1.13,8.65,2019-03-29
61,KN,Knowles Corp,TAS,0.34,0.37,8.82,2019-02-07
27,KNDI,Kandi Technologies Group Inc,Before Market Open,,,,2019-03-15
19,KNL,Knoll Inc,TAS,0.54,0.57,5.56,2019-02-06
24,KNOP,Knot Offshore Partners LP,Before Market Open,0.52,0.27,-48.08,2019-03-14
40,KNSA,Kiniksa Pharmaceuticals Ltd,Time Not Supplied,-0.75,-0.88,-17.33,2019-03-07
12,KNSL,Kinsale Capital Group Inc,TAS,0.41,0.46,12.2,2019-02-22
84,KNWN,Know Labs Inc,After Market Close,,,,2019-02-12
90,KNX,Knight-Swift Transportation Holdings Inc,TAS,0.85,0.93,9.41,2019-01-29
44,KO,Coca-Cola Co,TAS,0.43,0.44,2.33,2019-02-14
60,KOD,Kodiak Sciences Inc,TAS,-0.3,-0.25,16.67,2019-03-28
27,KOP,Koppers Holdings Inc,TAS,0.46,0.6,30.43,2019-03-01
35,KOPN,Kopin Corp,TAS,-0.1,-0.09,10.0,2019-03-12
50,KOS,Kosmos Energy Ltd,Before Market Open,-0.02,-0.09,-350.0,2019-02-25
77,KOSS,Koss Corp,Time Not Supplied,,,,2019-01-24
78,KPTI,Karyopharm Therapeutics Inc,TAS,-0.85,-0.96,-12.94,2019-02-28
48,KR,Kroger Co,TAS,0.52,0.48,-7.69,2019-03-07
87,KRA,Kraton Corp,TAS,0.68,0.67,-1.47,2019-02-27
24,KRC,Kilroy Realty Corp,TAS,0.32,1.58,393.75,2019-02-04
19,KREF,KKR Real Estate Finance Trust Inc,TAS,0.41,0.38,-7.32,2019-02-21
62,KRG,Kite Realty Group Trust,TAS,,,,2019-02-19
51,KRNT,Kornit Digital Ltd,TAS,0.12,0.08,-33.33,2019-02-12
81,KRNY,Kearny Financial Corp,After Market Close,0.12,0.12,,2019-01-30
50,KRO,Kronos Worldwide Inc,TAS,0.22,0.21,-4.55,2019-03-11
39,KRP,Kimbell Royalty Partners LP,TAS,0.11,-0.1,-190.91,2019-03-07
13,KRYS,Krystal Biotech Inc,Time Not Supplied,-0.23,-0.27,-17.39,2019-03-12
10,KS,KapStone Paper and Packaging Corp,After Market Close,,,,2019-02-05
23,KSBI,Ks Bancorp Inc,Time Not Supplied,,,,2019-01-25
8,KSHB,KushCo Holdings Inc,Before Market Open,-0.03,-0.1,-233.33,2019-01-08
20,KSS,Kohls Corp,TAS,2.18,2.24,2.75,2019-03-05
23,KSU,Kansas City Southern,TAS,1.54,1.56,1.3,2019-01-18
61,KTCC,Key Tronic Corp,TAS,,,,2019-01-29
28,KTOS,Kratos Defense and Security Solutions Inc,TAS,0.06,0.09,50.0,2019-02-28
14,KTWO,K2M Group Holdings Inc,Time Not Supplied,,,,2019-02-26
18,KTYB,Kentucky Bancshares Inc,Time Not Supplied,,,,2019-01-31
72,KURA,Kura Oncology Inc,TAS,-0.42,-0.42,,2019-03-05
35,KVHI,KVH Industries Inc,TAS,0.04,0.01,-75.0,2019-03-01
28,KW,Kennedy-Wilson Holdings Inc,TAS,-0.07,0.21,400.0,2019-02-27
98,KWR,Quaker Chemical Corp,TAS,1.42,1.51,6.34,2019-02-28
4,KYN,Kayne Anderson MLP/Midstream Investment Co,Time Not Supplied,,,,2019-01-25
36,KZR,Kezar Life Sciences Inc,Time Not Supplied,-0.44,-0.3,31.82,2019-03-26
30,L,Loews Corp,Before Market Open,0.52,-0.28,-153.85,2019-02-11
12,LAD,Lithia Motors Inc,TAS,2.45,2.57,4.9,2019-02-13
89,LADR,Ladder Capital Corp,TAS,0.43,0.45,4.65,2019-02-27
39,LAIX,LAIX Inc,TAS,-0.4,-0.49,-22.5,2019-02-27
5,LAMR,Lamar Advertising Co,TAS,0.91,0.96,5.49,2019-02-20
84,LANC,Lancaster Colony Corp,TAS,1.48,1.46,-1.35,2019-01-31
53,LAND,Gladstone Land Corp,TAS,-0.02,-0.07,-250.0,2019-02-26
27,LARK,Landmark Bancorp Inc,TAS,,,,2019-01-30
15,LASR,nLIGHT Inc,After Market Close,0.08,0.1,25.0,2019-02-20
29,LAUR,Laureate Education Inc,TAS,0.28,0.31,10.71,2019-02-28
84,LAWS,Lawson Products Inc,TAS,0.12,0.3,150.0,2019-02-28
20,LAZ,Lazard Ltd,TAS,0.92,0.94,2.17,2019-02-05
27,LAZY,Lazydays Holdings Inc,TAS,-0.23,-0.37,-60.87,2019-03-21
39,LB,L Brands Inc,TAS,2.07,2.14,3.38,2019-02-27
31,LBAI,Lakeland Bancorp Inc,Before Market Open,0.34,0.35,2.94,2019-01-28
34,LBC,Luther Burbank Corp,TAS,0.2,0.19,-5.0,2019-01-29
43,LBRDA,Liberty Broadband Corp,Before Market Open,0.3,0.08,-73.33,2019-02-28
15,LBRT,Liberty Oilfield Services Inc,TAS,0.31,0.27,-12.9,2019-02-06
9,LBTYA,Liberty Global PLC,TAS,0.1,-0.46,-560.0,2019-02-27
8,LBY,Libbey Inc,TAS,0.24,-0.18,-175.0,2019-02-20
39,LC,LendingClub Corp,TAS,0.11,0.15,36.36,2019-02-19
48,LCI,Lannett Company Inc,TAS,0.67,0.86,28.36,2019-02-06
38,LCII,LCI Industries,TAS,1.01,0.82,-18.81,2019-02-07
42,LCNB,LCNB Corp,Time Not Supplied,0.37,0.41,10.81,2019-01-25
76,LCNB,LCNB Corp,Time Not Supplied,0.37,0.41,10.81,2019-01-30
35,LCTC,Lifeloc Technologies Inc,Time Not Supplied,,,,2019-03-15
54,LCTX,Lineage Cell Therapeutics Inc,After Market Close,,,,2019-03-14
28,LCUT,Lifetime Brands Inc,TAS,-0.08,-0.28,-250.0,2019-03-14
27,LDL,Lydall Inc,TAS,0.48,0.52,8.33,2019-02-26
65,LDOS,Leidos Holdings Inc,TAS,1.07,1.1,2.8,2019-02-19
24,LE,Lands End Inc,TAS,0.4,0.5,25.0,2019-03-21
35,LEA,Lear Corp,TAS,3.92,4.05,3.32,2019-01-25
18,LEAF,Leaf Group Ltd,TAS,-0.16,-0.19,-18.75,2019-03-04
22,LEAT,Leatt Corp,TAS,,,,2019-03-27
91,LECO,Lincoln Electric Holdings Inc,TAS,1.19,1.29,8.4,2019-02-14
9,LEDS,SemiLEDs Corp,After Market Close,,,,2019-01-10
95,LEE,Lee Enterprises Inc,TAS,,,,2019-02-07
49,LEG,Leggett & Platt Inc,TAS,0.53,0.62,16.98,2019-02-04
62,LEJU,Leju Holdings Ltd,TAS,,,,2019-03-18
7,LEN,Lennar Corp,TAS,1.92,2.42,26.04,2019-01-09
15,LEN,Lennar Corp,TAS,0.75,0.74,-1.33,2019-03-27
21,LEU,Centrus Energy Corp,TAS,,,,2019-03-29
34,LEVI,Levi Strauss & Co,TAS,,,,2019-02-05
23,LEVL,Level One Bancorp Inc,Time Not Supplied,0.47,0.41,-12.77,2019-01-30
21,LFUS,Littelfuse Inc,TAS,2.0,1.87,-6.5,2019-01-30
28,LFVN,Lifevantage Corp,TAS,,,,2019-02-04
75,LGCY,Legacy Reserves Inc,TAS,0.06,-0.18,-400.0,2019-03-18
65,LGCYQ,Legacy Reserves Inc,TAS,0.06,-0.18,-400.0,2019-03-18
18,LGIH,LGI Homes Inc,TAS,1.75,1.72,-1.71,2019-02-26
98,LGL,LGL Group Inc,TAS,,,,2019-01-24
38,LGL,LGL Group Inc,TAS,,,,2019-03-13
45,LGND,Ligand Pharmaceuticals Inc,TAS,1.22,1.7,39.34,2019-02-07
15,LH,Laboratory Corporation of America Holdings,TAS,2.49,2.52,1.2,2019-02-07
10,LHCG,LHC Group Inc,TAS,1.02,1.03,0.98,2019-02-27
14,LHO,LaSalle Hotel Properties,After Market Close,,,,2019-02-18
28,LICT,LICT Corp,Time Not Supplied,,,,2019-02-11
1,LIFE,aTyr Pharma Inc,TAS,-3.04,-2.94,3.29,2019-03-25
18,LII,Lennox International Inc,TAS,1.92,1.93,0.52,2019-02-05
22,LILA,Liberty Latin America Ltd,TAS,0.07,-1.63,-2428.57,2019-02-21
26,LINC,Lincoln Educational Services Corp,TAS,0.33,0.2,-39.39,2019-03-06
38,LIND,Lindblad Expeditions Holdings Inc,TAS,-0.11,-0.1,9.09,2019-02-28
15,LINK,Interlink Electronics Inc,Time Not Supplied,,,,2019-03-20
66,LIQT,LiqTech International Inc,Before Market Open,-0.08,-0.08,,2019-03-28
26,LITB,LightInTheBox Holding Co Ltd,Before Market Open,,,,2019-03-29
88,LITE,Lumentum Holdings Inc,TAS,1.16,1.15,-0.86,2019-02-05
7,LIVE,Live Ventures Inc,TAS,,,,2019-02-13
58,LIVN,LivaNova PLC,TAS,1.1,1.12,1.82,2019-02-27
73,LIVX,Livexlive Media Inc,TAS,-0.17,-0.13,23.53,2019-02-12
10,LJPC,La Jolla Pharmaceutical Co,TAS,-1.74,-1.73,0.57,2019-03-04
11,LJPC,La Jolla Pharmaceutical Co,After Market Close,-1.74,-1.73,0.57,2019-03-04
32,LKFN,Lakeland Financial Corp,TAS,0.79,0.83,5.06,2019-01-25
6,LKM,Link Motion Inc,After Market Close,,,,2019-01-07
57,LKQ,LKQ Corp,TAS,0.49,0.48,-2.04,2019-02-28
64,LL,Lumber Liquidators Holdings Inc,TAS,0.12,0.08,-33.33,2019-03-18
87,LLEX,Lilis Energy Inc,TAS,-0.07,-0.06,14.29,2019-03-07
23,LLEX,Lilis Energy Inc,TAS,-0.07,-0.06,14.29,2019-03-08
17,LLNW,Limelight Networks Inc,TAS,-0.01,,100.0,2019-01-30
10,LLY,Eli Lilly and Co,TAS,1.34,1.33,-0.75,2019-02-06
54,LM,Legg Mason Inc,TAS,0.67,-2.55,-480.6,2019-02-04
82,LMAT,LeMaitre Vascular Inc,TAS,0.2,0.3,50.0,2019-02-19
4,LMNR,Limoneira Co,TAS,-0.31,-0.3,3.23,2019-01-14
38,LMNR,Limoneira Co,TAS,-0.07,-0.11,-57.14,2019-03-12
22,LMNX,Luminex Corp,TAS,0.09,-0.05,-155.56,2019-02-04
17,LMRK,Landmark Infrastructure Partners LP,TAS,0.12,-0.21,-275.0,2019-02-20
15,LMST,Limestone Bancorp Inc,Time Not Supplied,,,,2019-01-23
55,LMT,Lockheed Martin Corp,TAS,4.4,4.39,-0.23,2019-01-29
36,LNC,Lincoln National Corp,TAS,2.12,2.15,1.42,2019-02-06
2,LNDC,Landec Corp,TAS,-0.02,-0.02,,2019-01-03
38,LNG,Cheniere Energy Inc,TAS,0.27,0.25,-7.41,2019-02-26
4,LNN,Lindsay Corp,TAS,0.45,0.38,-15.56,2019-01-08
8,LNT,Alliant Energy Corp,TAS,0.35,0.36,2.86,2019-02-21
74,LNTH,Lantheus Holdings Inc,After Market Close,0.14,0.24,71.43,2019-02-19
2,LNTH,Lantheus Holdings Inc,TAS,0.14,0.24,71.43,2019-02-20
1,LOACU,Longevity Acquisition Corp,After Market Close,,,,2019-01-11
16,LOAN,Manhattan Bridge Capital Inc,Before Market Open,0.12,0.11,-8.33,2019-03-18
13,LOB,Live Oak Bancshares Inc,After Market Close,0.12,0.26,116.67,2019-01-23
36,LOB,Live Oak Bancshares Inc,TAS,0.12,0.26,116.67,2019-01-24
79,LOCO,El Pollo Loco Holdings Inc,TAS,0.14,0.16,14.29,2019-03-07
61,LODE,Comstock Mining Inc,TAS,,,,2019-02-05
28,LOGM,LogMeIn Inc,TAS,1.41,1.47,4.26,2019-02-14
44,LOGN,Logansport Financial Corp,Time Not Supplied,,,,2019-01-28
37,LONE,Lonestar Resources US Inc,TAS,,,,2019-03-08
16,LOOP,Loop Industries Inc,After Market Close,,,,2019-01-09
47,LOPE,Grand Canyon Education Inc,TAS,1.42,1.57,10.56,2019-02-20
30,LORL,Loral Space & Communications Inc,Time Not Supplied,,,,2019-03-18
70,LOW,Lowe's Companies Inc,TAS,0.77,0.8,3.9,2019-02-27
41,LPBC,Lincoln Park Bancorp,Time Not Supplied,,,,2019-01-30
82,LPCN,Lipocine Inc,TAS,-0.12,-0.15,-25.0,2019-03-06
38,LPG,Dorian LPG Ltd,TAS,,0.01,,2019-02-04
25,LPI,Laredo Petroleum Inc,TAS,0.24,0.16,-33.33,2019-02-13
6,LPLA,LPL Financial Holdings Inc,TAS,1.37,1.49,8.76,2019-01-31
36,LPNT,LifePoint Health Inc,Before Market Open,,,,2019-02-21
59,LPSN,LivePerson Inc,TAS,0.02,0.01,-50.0,2019-02-21
21,LPT,Liberty Property Trust,TAS,0.31,1.14,267.74,2019-02-05
29,LPTH,LightPath Technologies Inc,After Market Close,,,,2019-02-07
34,LPX,Louisiana-Pacific Corp,TAS,0.26,0.19,-26.92,2019-02-13
